,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate, priorQShares , recQShares ,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,RPD,2,164,3/31/2018,6/30/2018,35652000,36501000,2.38,24,76,12,47
hedgeFunds,RPD,0,28,3/31/2018,6/30/2018," 5,512,000.00 "," 6,092,000.00 ",10.54,6,12,4,9
allFirms,RRGB,0,168,3/31/2018,6/30/2018,16760000,16707000,-0.32,22,67,15,51
hedgeFunds,RRGB,0,23,3/31/2018,6/30/2018," 2,637,000.00 "," 2,325,000.00 ",-11.85,7,10,7,6
allFirms,RRR,,,,,,,,,,,
hedgeFunds,RRR,,,,,,,,,,,
allFirms,RSYS,0,45,3/31/2018,6/30/2018,12774000,11626000,-8.98,11,10,16,16
hedgeFunds,RSYS,0,11,3/31/2018,6/30/2018," 5,583,000.00 "," 5,612,000.00 ",0.52,5,3,3,3
allFirms,RTIX,2,108,3/31/2018,6/30/2018,42853000,43549000,1.62,33,8,35,
hedgeFunds,RTIX,1,21,3/31/2018,6/30/2018," 17,594,000.00 "," 17,185,000.00 ",-2.32,4,3,13,
allFirms,RTRX,2,129,3/31/2018,6/30/2018,40491000,40787000,0.73,21,46,11,46
hedgeFunds,RTRX,2,31,3/31/2018,6/30/2018," 19,294,000.00 "," 17,997,000.00 ",-6.72,4,7,4,16
allFirms,RUBY,,,,,,,,,,,
hedgeFunds,RUBY,,,,,,,,,,,
allFirms,RUN,6,135,3/31/2018,6/30/2018,88404000,87622000,-0.88,34,49,14,32
hedgeFunds,RUN,1,19,3/31/2018,6/30/2018," 15,673,000.00 "," 19,556,000.00 ",24.77,7,6,3,5
allFirms,RUSHA,1,180,3/31/2018,6/30/2018,30153000,29447000,-2.34,23,63,28,73
hedgeFunds,RUSHA,0,35,3/31/2018,6/30/2018," 3,916,000.00 "," 4,202,000.00 ",7.29,10,10,6,14
allFirms,RUTH,0,162,3/31/2018,6/30/2018,25472000,25970000,1.95,21,50,18,66
hedgeFunds,RUTH,0,19,3/31/2018,6/30/2018," 2,541,000.00 "," 2,473,000.00 ",-2.68,5,5,7,9
allFirms,RVNC,2,109,3/31/2018,6/30/2018,34195000,34845000,1.9,15,48,24,28
hedgeFunds,RVNC,2,23,3/31/2018,6/30/2018," 11,370,000.00 "," 10,251,000.00 ",-9.84,7,8,13,6
allFirms,RVSB,0,87,3/31/2018,6/30/2018,13513000,13605000,0.68,8,33,8,27
hedgeFunds,RVSB,0,17,3/31/2018,6/30/2018," 2,522,000.00 "," 3,021,000.00 ",19.8,4,8,2,3
allFirms,RYAAY,4,256,3/31/2018,6/30/2018,102757000,107361000,4.48,16,79,26,102
hedgeFunds,RYAAY,3,21,3/31/2018,6/30/2018," 11,230,000.00 "," 12,858,000.00 ",14.49,1,8,6,8
allFirms,RYTM,4,84,3/31/2018,6/30/2018,24310000,30742000,26.46,34,38,4,8
hedgeFunds,RYTM,1,25,3/31/2018,6/30/2018," 9,799,000.00 "," 12,390,000.00 ",26.45,15,8,1,2
allFirms,SABR,,,,,,,,,,,
hedgeFunds,SABR,,,,,,,,,,,
allFirms,SAFM,1,261,3/31/2018,6/30/2018,23322000,23473000,0.64,35,97,54,94
hedgeFunds,SAFM,0,23,3/31/2018,6/30/2018," 3,934,000.00 "," 3,897,000.00 ",-0.94,7,6,14,7
allFirms,SAGE,13,263,3/31/2018,6/30/2018,47279000,48594000,2.78,44,112,28,77
hedgeFunds,SAGE,5,48,3/31/2018,6/30/2018," 5,476,000.00 "," 5,585,000.00 ",1.99,7,18,7,17
allFirms,SAIA,1,200,3/31/2018,6/30/2018,25520000,25744000,0.88,17,76,27,71
hedgeFunds,SAIA,0,18,3/31/2018,6/30/2018," 2,357,000.00 "," 1,865,000.00 ",-20.86,2,9,12,6
allFirms,SAMG,1,64,3/31/2018,6/30/2018,6432000,6561000,2.01,12,20,1,17
hedgeFunds,SAMG,0,9,3/31/2018,6/30/2018," 1,805,000.00 "," 1,713,000.00 ",-5.08,2,2,1,3
allFirms,SANM,0,218,3/31/2018,6/30/2018,64312000,63279000,-1.61,30,67,22,87
hedgeFunds,SANM,0,29,3/31/2018,6/30/2018," 7,506,000.00 "," 9,376,000.00 ",24.91,12,10,10,7
allFirms,SANW,2,36,3/31/2018,6/30/2018,16680000,16892000,1.27,4,9,11,
hedgeFunds,SANW,1,8,3/31/2018,6/30/2018," 6,351,000.00 "," 6,382,000.00 ",0.5,1,2,2,
allFirms,SASR,4,157,3/31/2018,6/30/2018,23708000,24392000,2.89,21,59,15,57
hedgeFunds,SASR,3,29,3/31/2018,6/30/2018," 6,021,000.00 "," 5,294,000.00 ",-12.06,3,13,3,12
allFirms,SATS,6,206,3/31/2018,6/30/2018,44030000,45748000,3.9,29,75,25,57
hedgeFunds,SATS,4,43,3/31/2018,6/30/2018," 11,755,000.00 "," 11,402,000.00 ",-3,8,17,10,15
allFirms,SAUC,,,,,,,,,,,
hedgeFunds,SAUC,,,,,,,,,,,
allFirms,SBAC,17,477,3/31/2018,6/30/2018,109074000,108368000,-0.65,43,155,70,204
hedgeFunds,SBAC,10,52,3/31/2018,6/30/2018," 15,614,000.00 "," 14,245,000.00 ",-8.76,5,21,20,23
allFirms,SBBP,3,64,3/31/2018,6/30/2018,30821000,31242000,1.37,24,19,25,12
hedgeFunds,SBBP,2,33,3/31/2018,6/30/2018," 16,934,000.00 "," 18,923,000.00 ",11.74,14,11,2,3
allFirms,SBBX,2,57,3/31/2018,6/30/2018,3325000,4032000,21.27,20,16,11,8
hedgeFunds,SBBX,1,10,3/31/2018,6/30/2018," 2,138,000.00 "," 1,948,000.00 ",-8.85,2,2,6,2
allFirms,SBCF,2,164,3/31/2018,6/30/2018,38934000,39710000,1.99,24,59,14,53
hedgeFunds,SBCF,0,21,3/31/2018,6/30/2018," 4,316,000.00 "," 2,380,000.00 ",-44.85,3,4,5,13
allFirms,SBGI,10,219,3/31/2018,6/30/2018,86481000,79687000,-7.86,36,70,36,67
hedgeFunds,SBGI,7,42,3/31/2018,6/30/2018," 26,623,000.00 "," 27,577,000.00 ",3.58,15,8,13,14
allFirms,SBLK,2,71,3/31/2018,6/30/2018,44272000,45758000,3.36,18,25,11,16
hedgeFunds,SBLK,2,21,3/31/2018,6/30/2018," 39,549,000.00 "," 39,877,000.00 ",0.83,8,7,3,6
allFirms,SBLKZ,,,,,,,,,,,
hedgeFunds,SBLKZ,,,,,,,,,,,
allFirms,SBNY,4,350,3/31/2018,6/30/2018,52660000,52631000,-0.05,29,137,66,131
hedgeFunds,SBNY,2,41,3/31/2018,6/30/2018," 6,049,000.00 "," 6,946,000.00 ",14.84,10,17,20,11
allFirms,SBOT,,,,,,,,,,,
hedgeFunds,SBOT,,,,,,,,,,,
allFirms,SBPH,0,52,3/31/2018,6/30/2018,3839000,4457000,16.1,20,7,5,
hedgeFunds,SBPH,0,9,3/31/2018,6/30/2018," 1,815,000.00 "," 1,473,000.00 ",-18.84,2,4,2,
allFirms,SBRA,3,317,3/31/2018,6/30/2018,156062000,160796000,3.03,38,107,33,112
hedgeFunds,SBRA,0,27,3/31/2018,6/30/2018," 9,817,000.00 "," 6,256,000.00 ",-36.27,8,4,9,11
allFirms,SBSI,0,123,3/31/2018,6/30/2018,16233000,16508000,1.69,5,62,14,32
hedgeFunds,SBSI,0,14,3/31/2018,6/30/2018," 1,545,000.00 "," 1,876,000.00 ",21.42,2,8,1,3
allFirms,SBT,0,63,3/31/2018,6/30/2018,16638000,16260000,-2.27,17,27,6,13
hedgeFunds,SBT,0,14,3/31/2018,6/30/2018," 6,028,000.00 "," 5,631,000.00 ",-6.59,6,5,4,2
allFirms,SBUX,27,1435,3/31/2018,6/30/2018,998199000,992128000,-0.61,96,521,160,654
hedgeFunds,SBUX,5,114,3/31/2018,6/30/2018," 47,589,000.00 "," 47,899,000.00 ",0.65,23,39,26,42
allFirms,SCAC,0,29,3/31/2018,6/30/2018,19874000,20307000,2.18,5,6,2,4
hedgeFunds,SCAC,0,18,3/31/2018,6/30/2018," 13,729,000.00 "," 14,093,000.00 ",2.65,2,2,1,2
allFirms,SCACU,0,10,3/31/2018,6/30/2018,3542000,3268000,-7.74,2,3,,
hedgeFunds,SCACU,0,4,3/31/2018,6/30/2018," 1,803,000.00 "," 1,710,000.00 ",-5.11,1,1,,
allFirms,SCACW,0,22,3/31/2018,6/30/2018,8820000,8975000,1.76,2,2,2,
hedgeFunds,SCACW,0,15,3/31/2018,6/30/2018," 6,456,000.00 "," 6,955,000.00 ",7.72,1,1,1,
allFirms,SCHN,2,183,3/31/2018,6/30/2018,24268000,24178000,-0.37,30,45,23,78
hedgeFunds,SCHN,0,29,3/31/2018,6/30/2018," 1,835,000.00 "," 2,007,000.00 ",9.36,8,5,5,15
allFirms,SCKT,,,,,,,,,,,
hedgeFunds,SCKT,,,,,,,,,,,
allFirms,SCOR,3,66,3/31/2018,6/30/2018,14055000,40576000,188.7,57,5,,
hedgeFunds,SCOR,3,19,3/31/2018,6/30/2018," 3,248,000.00 "," 15,758,000.00 ",385.22,17,2,,
allFirms,SCPH,0,41,3/31/2018,6/30/2018,8319000,8090000,-2.75,13,14,10,
hedgeFunds,SCPH,0,9,3/31/2018,6/30/2018," 6,868,000.00 "," 6,985,000.00 ",1.69,5,2,4,
allFirms,SCSC,0,165,3/31/2018,6/30/2018,24527000,24044000,-1.97,20,54,9,59
hedgeFunds,SCSC,0,20,3/31/2018,6/30/2018," 1,455,000.00 "," 1,126,000.00 ",-22.63,5,4,2,9
allFirms,SCVL,0,147,3/31/2018,6/30/2018,13288000,12706000,-4.39,36,37,19,55
hedgeFunds,SCVL,0,30,3/31/2018,6/30/2018," 1,312,000.00 "," 1,738,000.00 ",32.44,11,9,3,10
allFirms,SCWX,1,69,3/31/2018,6/30/2018,6147000,7225000,17.54,11,28,5,20
hedgeFunds,SCWX,0,12,3/31/2018,6/30/2018," 1,958,000.00 "," 2,321,000.00 ",18.59,1,9,3,1
allFirms,SCYX,1,36,3/31/2018,6/30/2018,24672000,18857000,-23.57,6,11,10,
hedgeFunds,SCYX,0,8,3/31/2018,6/30/2018," 8,190,000.00 "," 5,051,000.00 ",-38.32,1,3,4,
allFirms,SCZ,36,471,3/31/2018,6/30/2018,108396000,115275000,6.35,52,215,32,130
hedgeFunds,SCZ,1,23,3/31/2018,6/30/2018," 1,963,000.00 "," 2,261,000.00 ",15.18,8,7,1,5
allFirms,SEAC,0,63,3/31/2018,6/30/2018,26302000,26321000,0.07,5,22,15,20
hedgeFunds,SEAC,0,16,3/31/2018,6/30/2018," 8,783,000.00 "," 8,654,000.00 ",-1.46,1,6,6,6
allFirms,SECO,,,,,,,,,,,
hedgeFunds,SECO,,,,,,,,,,,
allFirms,SEDG,5,229,3/31/2018,6/30/2018,31070000,33549000,7.98,44,97,40,56
hedgeFunds,SEDG,0,26,3/31/2018,6/30/2018," 4,437,000.00 "," 3,028,000.00 ",-31.75,5,11,10,9
allFirms,SEIC,5,419,3/31/2018,6/30/2018,111091000,107945000,-2.83,47,140,41,135
hedgeFunds,SEIC,2,43,3/31/2018,6/30/2018," 9,045,000.00 "," 10,483,000.00 ",15.9,15,14,5,8
allFirms,SELB,,,,,,,,,,,
hedgeFunds,SELB,,,,,,,,,,,
allFirms,SES,,,,,,,,,,,
hedgeFunds,SES,,,,,,,,,,,
allFirms,SFBC,,,,,,,,,,,
hedgeFunds,SFBC,,,,,,,,,,,
allFirms,SFBS,1,154,3/31/2018,6/30/2018,23508000,24108000,2.55,7,55,11,53
hedgeFunds,SFBS,0,16,3/31/2018,6/30/2018," 1,485,000.00 "," 1,390,000.00 ",-6.37,1,5,5,7
allFirms,SFET,,,,,,,,,,,
hedgeFunds,SFET,,,,,,,,,,,
allFirms,SFIX,3,112,3/31/2018,6/30/2018,11781000,21125000,79.31,61,29,8,
hedgeFunds,SFIX,2,25,3/31/2018,6/30/2018," 2,630,000.00 "," 7,177,000.00 ",172.9,15,10,4,
allFirms,SFLY,6,248,3/31/2018,6/30/2018,38785000,40068000,3.31,64,84,23,68
hedgeFunds,SFLY,4,45,3/31/2018,6/30/2018," 10,626,000.00 "," 10,671,000.00 ",0.42,11,13,10,18
allFirms,SFM,1,272,3/31/2018,6/30/2018,121532000,120741000,-0.65,27,102,56,99
hedgeFunds,SFM,1,32,3/31/2018,6/30/2018," 22,508,000.00 "," 17,143,000.00 ",-23.84,6,9,18,17
allFirms,SFNC,2,194,3/31/2018,6/30/2018,56618000,61531000,8.68,24,77,7,49
hedgeFunds,SFNC,0,22,3/31/2018,6/30/2018," 3,681,000.00 "," 4,104,000.00 ",11.49,9,10,3,2
allFirms,SFST,1,74,3/31/2018,6/30/2018,5198000,5151000,-0.9,7,32,5,22
hedgeFunds,SFST,0,10,3/31/2018,6/30/2018," 1,281,000.00 "," 1,152,000.00 ",-10.03,1,3,1,5
allFirms,SGBX,,,,,,,,,,,
hedgeFunds,SGBX,,,,,,,,,,,
allFirms,SGEN,5,286,3/31/2018,6/30/2018,164342000,170198000,3.56,46,89,36,85
hedgeFunds,SGEN,2,30,3/31/2018,6/30/2018," 57,431,000.00 "," 58,210,000.00 ",1.36,4,7,6,15
allFirms,SGH,,,,,,,,,,,
hedgeFunds,SGH,,,,,,,,,,,
allFirms,SGMO,2,204,3/31/2018,6/30/2018,57117000,64910000,13.64,37,91,34,49
hedgeFunds,SGMO,0,37,3/31/2018,6/30/2018," 11,837,000.00 "," 13,689,000.00 ",15.65,10,8,10,15
allFirms,SGMS,11,215,3/31/2018,6/30/2018,57589000,64619000,12.21,47,77,17,76
hedgeFunds,SGMS,10,51,3/31/2018,6/30/2018," 19,646,000.00 "," 24,674,000.00 ",25.59,19,16,11,15
allFirms,SGOC,,,,,,,,,,,
hedgeFunds,SGOC,,,,,,,,,,,
allFirms,SGRY,1,82,3/31/2018,6/30/2018,47746000,47694000,-0.11,14,23,14,34
hedgeFunds,SGRY,0,16,3/31/2018,6/30/2018," 2,183,000.00 "," 2,645,000.00 ",21.16,6,5,3,4
allFirms,SGYP,0,129,3/31/2018,6/30/2018,109227000,97420000,-10.81,17,40,27,31
hedgeFunds,SGYP,0,13,3/31/2018,6/30/2018," 15,659,000.00 "," 14,976,000.00 ",-4.36,2,4,6,4
allFirms,SHBI,0,81,3/31/2018,6/30/2018,8781000,8714000,-0.77,6,29,31,
hedgeFunds,SHBI,0,14,3/31/2018,6/30/2018," 2,729,000.00 "," 2,843,000.00 ",4.17,1,8,4,
allFirms,SHEN,1,109,3/31/2018,6/30/2018,23226000,23245000,0.08,9,42,13,32
hedgeFunds,SHEN,0,10,3/31/2018,6/30/2018," 1,595,000.00 "," 1,592,000.00 ",-0.18,1,4,7,3
allFirms,SHIPW,,,,,,,,,,,
hedgeFunds,SHIPW,,,,,,,,,,,
allFirms,SHLD,3,97,3/31/2018,6/30/2018,59492000,62817000,5.59,15,27,15,26
hedgeFunds,SHLD,2,24,3/31/2018,6/30/2018," 25,734,000.00 "," 27,181,000.00 ",5.62,6,3,3,10
allFirms,SHLDW,1,17,3/31/2018,6/30/2018,13644000,12727000,-6.73,3,1,4,
hedgeFunds,SHLDW,0,3,3/31/2018,6/30/2018," 8,177,000.00 "," 7,031,000.00 ",-14.02,1,1,2,
allFirms,SHLM,3,155,3/31/2018,6/30/2018,25861000,25348000,-1.98,14,55,30,52
hedgeFunds,SHLM,2,26,3/31/2018,6/30/2018," 5,706,000.00 "," 5,972,000.00 ",4.67,6,7,8,9
allFirms,SHOO,3,236,3/31/2018,6/30/2018,55517000,56135000,1.11,27,86,29,79
hedgeFunds,SHOO,0,29,3/31/2018,6/30/2018," 2,404,000.00 "," 1,771,000.00 ",-26.34,6,8,11,13
allFirms,SHOS,1,30,3/31/2018,6/30/2018,11041000,10319000,-6.54,3,7,11,9
hedgeFunds,SHOS,0,6,3/31/2018,6/30/2018," 3,387,000.00 "," 2,950,000.00 ",-12.92,1,1,3,3
allFirms,SHPG,30,505,3/31/2018,6/30/2018,54545000,54197000,-0.64,93,109,85,208
hedgeFunds,SHPG,13,84,3/31/2018,6/30/2018," 21,313,000.00 "," 25,281,000.00 ",18.62,31,20,20,26
allFirms,SHSP,,,,,,,,,,,
hedgeFunds,SHSP,,,,,,,,,,,
allFirms,SHY,38,508,3/31/2018,6/30/2018,73447000,93654000,27.51,53,185,38,183
hedgeFunds,SHY,1,22,3/31/2018,6/30/2018," 2,155,000.00 "," 2,037,000.00 ",-5.47,2,10,5,8
allFirms,SIC,,,,,,,,,,,
hedgeFunds,SIC,,,,,,,,,,,
allFirms,SIEN,4,105,3/31/2018,6/30/2018,16142000,25326000,56.89,42,42,12,12
hedgeFunds,SIEN,2,26,3/31/2018,6/30/2018," 3,819,000.00 "," 4,291,000.00 ",12.34,13,5,4,6
allFirms,SIFI,3,63,3/31/2018,6/30/2018,6867000,6760000,-1.56,10,17,19,
hedgeFunds,SIFI,2,10,3/31/2018,6/30/2018," 2,403,000.00 "," 2,685,000.00 ",11.7,2,3,3,
allFirms,SIGA,2,58,3/31/2018,6/30/2018,12968000,16014000,23.49,30,5,10,
hedgeFunds,SIGA,0,7,3/31/2018,6/30/2018," 10,967,000.00 "," 6,536,000.00 ",-40.41,4,2,3,
allFirms,SIGI,3,206,3/31/2018,6/30/2018,45581000,46136000,1.22,13,79,28,63
hedgeFunds,SIGI,0,20,3/31/2018,6/30/2018," 4,033,000.00 "," 4,085,000.00 ",1.3,4,5,6,9
allFirms,SIGM,1,82,3/31/2018,6/30/2018,29980000,30381000,1.34,14,29,16,26
hedgeFunds,SIGM,1,21,3/31/2018,6/30/2018," 7,285,000.00 "," 7,908,000.00 ",8.54,7,8,6,4
allFirms,SIMO,6,147,3/31/2018,6/30/2018,27769000,27108000,-2.38,30,51,21,42
hedgeFunds,SIMO,2,24,3/31/2018,6/30/2018," 5,621,000.00 "," 5,229,000.00 ",-6.97,12,6,7,4
allFirms,SINA,10,230,3/31/2018,6/30/2018,51685000,47838000,-7.44,30,98,44,74
hedgeFunds,SINA,3,42,3/31/2018,6/30/2018," 15,063,000.00 "," 12,473,000.00 ",-17.2,4,21,15,16
allFirms,SIR,3,193,3/31/2018,6/30/2018,42917000,43975000,2.47,26,66,22,68
hedgeFunds,SIR,0,23,3/31/2018,6/30/2018," 3,199,000.00 "," 2,373,000.00 ",-25.82,6,5,5,10
allFirms,SIRI,2,542,3/31/2018,6/30/2018,836933000,828926000,-0.96,66,160,42,148
hedgeFunds,SIRI,2,50,3/31/2018,6/30/2018," 69,367,000.00 "," 58,317,000.00 ",-15.93,14,17,10,11
allFirms,SIVB,12,589,3/31/2018,6/30/2018,48075000,48007000,-0.14,103,179,30,235
hedgeFunds,SIVB,3,89,3/31/2018,6/30/2018," 5,564,000.00 "," 6,686,000.00 ",20.16,27,23,4,31
allFirms,SKOR,,,,,,,,,,,
hedgeFunds,SKOR,,,,,,,,,,,
allFirms,SKYW,0,223,3/31/2018,6/30/2018,46453000,46425000,-0.06,31,78,31,80
hedgeFunds,SKYW,0,25,3/31/2018,6/30/2018," 6,393,000.00 "," 6,264,000.00 ",-2.02,5,10,11,9
allFirms,SKYY,,,,,,,,,,,
hedgeFunds,SKYY,,,,,,,,,,,
allFirms,SLAB,4,244,3/31/2018,6/30/2018,38850000,39642000,2.04,23,97,25,86
hedgeFunds,SLAB,1,27,3/31/2018,6/30/2018," 3,420,000.00 "," 3,005,000.00 ",-12.14,4,13,10,9
allFirms,SLDB,5,65,3/31/2018,6/30/2018,19861000,21292000,7.21,20,23,13,13
hedgeFunds,SLDB,2,21,3/31/2018,6/30/2018," 10,803,000.00 "," 9,767,000.00 ",-9.59,8,2,8,6
allFirms,SLGL,0,22,3/31/2018,6/30/2018,4217000,4211000,-0.14,6,3,6,
hedgeFunds,SLGL,0,7,3/31/2018,6/30/2018," 1,693,000.00 "," 1,491,000.00 ",-11.95,2,1,2,
allFirms,SLGN,1,214,3/31/2018,6/30/2018,73957000,74466000,0.69,21,87,20,78
hedgeFunds,SLGN,0,29,3/31/2018,6/30/2018," 4,556,000.00 "," 2,928,000.00 ",-35.73,4,11,6,13
allFirms,SLM,5,265,3/31/2018,6/30/2018,439824000,434520000,-1.21,33,86,26,98
hedgeFunds,SLM,4,25,3/31/2018,6/30/2018," 64,522,000.00 "," 86,881,000.00 ",34.65,3,8,9,11
allFirms,SLP,0,86,3/31/2018,6/30/2018,6069000,6203000,2.2,15,29,4,25
hedgeFunds,SLP,0,14,3/31/2018,6/30/2018," 1,620,000.00 "," 1,618,000.00 ",-0.11,4,3,2,5
allFirms,SLRC,2,105,3/31/2018,6/30/2018,26260000,25527000,-2.79,11,35,8,36
hedgeFunds,SLRC,1,20,3/31/2018,6/30/2018," 8,916,000.00 "," 8,888,000.00 ",-0.32,2,7,2,9
allFirms,SLS,,,,,,,,,,,
hedgeFunds,SLS,,,,,,,,,,,
allFirms,SMBC,3,68,3/31/2018,6/30/2018,4277000,4293000,0.37,28,2,17,
hedgeFunds,SMBC,3,9,3/31/2018,6/30/2018," 1,859,000.00 "," 1,830,000.00 ",-1.59,4,1,3,
allFirms,SMCI,2,151,3/31/2018,6/30/2018,41614000,41050000,-1.36,20,57,16,46
hedgeFunds,SMCI,0,14,3/31/2018,6/30/2018," 3,983,000.00 "," 2,959,000.00 ",-25.71,2,2,4,9
allFirms,SMMT,,,,,,,,,,,
hedgeFunds,SMMT,,,,,,,,,,,
allFirms,SMPLW,0,27,3/31/2018,6/30/2018,11923000,12118000,1.64,5,3,6,
hedgeFunds,SMPLW,0,15,3/31/2018,6/30/2018," 7,203,000.00 "," 7,318,000.00 ",1.6,2,1,4,
allFirms,SMSI,0,21,3/31/2018,6/30/2018,2714000,2873000,5.88,4,4,,
hedgeFunds,SMSI,0,4,3/31/2018,6/30/2018," 1,568,000.00 "," 1,303,000.00 ",-16.86,1,3,,
allFirms,SMTC,1,221,3/31/2018,6/30/2018,63769000,63927000,0.25,33,73,28,77
hedgeFunds,SMTC,0,32,3/31/2018,6/30/2018," 7,299,000.00 "," 7,575,000.00 ",3.78,5,10,12,16
allFirms,SMTX,1,17,3/31/2018,6/30/2018,2522000,2753000,9.16,4,4,4,
hedgeFunds,SMTX,1,5,3/31/2018,6/30/2018," 2,140,000.00 "," 2,360,000.00 ",10.28,2,2,1,
allFirms,SND,,,,,,,,,,,
hedgeFunds,SND,,,,,,,,,,,
allFirms,SNDX,1,83,3/31/2018,6/30/2018,17167000,14992000,-12.67,22,27,10,20
hedgeFunds,SNDX,1,16,3/31/2018,6/30/2018," 7,623,000.00 "," 5,229,000.00 ",-31.41,5,3,6,6
allFirms,SNH,2,329,3/31/2018,6/30/2018,174859000,173889000,-0.55,43,120,34,108
hedgeFunds,SNH,0,35,3/31/2018,6/30/2018," 5,724,000.00 "," 6,666,000.00 ",16.46,12,11,7,9
allFirms,SNHY,2,125,3/31/2018,6/30/2018,26087000,27108000,3.91,47,21,37,
hedgeFunds,SNHY,0,14,3/31/2018,6/30/2018," 2,237,000.00 "," 1,796,000.00 ",-19.71,4,5,7,
allFirms,SNMX,0,41,3/31/2018,6/30/2018,14584000,14840000,1.76,4,10,6,5
hedgeFunds,SNMX,0,7,3/31/2018,6/30/2018," 7,754,000.00 "," 7,875,000.00 ",1.56,2,2,1,1
allFirms,SNNA,2,53,3/31/2018,6/30/2018,9922000,9924000,0.02,7,10,,
hedgeFunds,SNNA,1,6,3/31/2018,6/30/2018," 1,456,000.00 "," 1,149,000.00 ",-21.14,3,2,,
allFirms,SNPS,2,499,3/31/2018,6/30/2018,131947000,131322000,-0.47,41,177,40,200
hedgeFunds,SNPS,0,63,3/31/2018,6/30/2018," 10,839,000.00 "," 11,372,000.00 ",4.92,10,27,12,20
allFirms,SNSS,1,52,3/31/2018,6/30/2018,17950000,15827000,-11.83,7,8,8,12
hedgeFunds,SNSS,0,15,3/31/2018,6/30/2018," 8,996,000.00 "," 7,037,000.00 ",-21.77,4,1,2,1
allFirms,SODA,5,167,3/31/2018,6/30/2018,13252000,13440000,1.42,26,54,20,58
hedgeFunds,SODA,1,26,3/31/2018,6/30/2018," 2,263,000.00 "," 2,747,000.00 ",21.42,5,13,4,7
allFirms,SOHO,,,,,,,,,,,
hedgeFunds,SOHO,,,,,,,,,,,
allFirms,SOHU,1,87,3/31/2018,6/30/2018,24146000,24836000,2.86,16,28,27,32
hedgeFunds,SOHU,0,17,3/31/2018,6/30/2018," 4,666,000.00 "," 4,644,000.00 ",-0.48,4,4,10,8
allFirms,SOLO,,,,,,,,,,,
hedgeFunds,SOLO,,,,,,,,,,,
allFirms,SONA,4,96,3/31/2018,6/30/2018,17032000,17265000,1.37,12,33,24,
hedgeFunds,SONA,1,19,3/31/2018,6/30/2018," 4,897,000.00 "," 4,892,000.00 ",-0.11,3,9,5,
allFirms,SONC,0,185,3/31/2018,6/30/2018,41587000,37894000,-8.88,40,39,25,76
hedgeFunds,SONC,0,25,3/31/2018,6/30/2018," 2,306,000.00 "," 1,528,000.00 ",-33.75,12,2,8,11
allFirms,SONO,,,,,,,,,,,
hedgeFunds,SONO,,,,,,,,,,,
allFirms,SPAR,0,148,3/31/2018,6/30/2018,23998000,23816000,-0.76,21,57,20,47
hedgeFunds,SPAR,0,28,3/31/2018,6/30/2018," 4,727,000.00 "," 4,714,000.00 ",-0.27,7,11,7,10
allFirms,SPCB,1,20,3/31/2018,6/30/2018,3740000,3344000,-10.57,6,5,4,
hedgeFunds,SPCB,1,4,3/31/2018,6/30/2018," 1,963,000.00 "," 2,258,000.00 ",15.02,1,3,2,
allFirms,SPI,,,,,,,,,,,
hedgeFunds,SPI,,,,,,,,,,,
allFirms,SPKE,0,87,3/31/2018,6/30/2018,10995000,11339000,3.13,13,25,17,32
hedgeFunds,SPKE,0,12,3/31/2018,6/30/2018," 1,645,000.00 "," 2,044,000.00 ",24.28,3,3,4,5
allFirms,SPLK,8,506,3/31/2018,6/30/2018,134914000,129856000,-3.75,72,208,51,158
hedgeFunds,SPLK,4,69,3/31/2018,6/30/2018," 13,921,000.00 "," 10,519,000.00 ",-24.44,9,21,12,36
allFirms,SPNE,0,68,3/31/2018,6/30/2018,6576000,7869000,19.66,23,3,12,
hedgeFunds,SPNE,0,9,3/31/2018,6/30/2018," 1,852,000.00 "," 1,643,000.00 ",-11.27,2,3,4,
allFirms,SPPI,1,175,3/31/2018,6/30/2018,80395000,90076000,12.04,37,71,16,39
hedgeFunds,SPPI,1,31,3/31/2018,6/30/2018," 16,805,000.00 "," 20,681,000.00 ",23.07,12,8,4,11
allFirms,SPRO,,,,,,,,,,,
hedgeFunds,SPRO,,,,,,,,,,,
allFirms,SPRT,1,37,3/31/2018,6/30/2018,6751000,6787000,0.53,3,8,1,9
hedgeFunds,SPRT,1,6,3/31/2018,6/30/2018," 4,499,000.00 "," 4,488,000.00 ",-0.24,1,2,1,1
allFirms,SPSC,1,191,3/31/2018,6/30/2018,16759000,16615000,-0.86,41,77,17,46
hedgeFunds,SPSC,1,35,3/31/2018,6/30/2018," 4,800,000.00 "," 3,612,000.00 ",-24.74,9,10,7,14
allFirms,SPTN,1,168,3/31/2018,6/30/2018,30143000,30560000,1.38,35,59,18,45
hedgeFunds,SPTN,1,28,3/31/2018,6/30/2018," 3,010,000.00 "," 3,747,000.00 ",24.49,12,8,4,7
allFirms,SPWH,1,98,3/31/2018,6/30/2018,37227000,37226000,0,16,32,18,31
hedgeFunds,SPWH,1,22,3/31/2018,6/30/2018," 8,687,000.00 "," 7,873,000.00 ",-9.36,6,5,8,9
allFirms,SPWR,1,152,3/31/2018,6/30/2018,38726000,38384000,-0.88,18,36,17,40
