,ticker,numOfFirmsHoldingInTop10,numOfHolders,priorQDate,recQDate, priorQShares , recQShares ,fundNumPercentChange,fundsCreatingNewPos,fundsAddingPos,fundsClosingPos,fundsReducingPos
allFirms,INFU,1,29,3/31/2018,6/30/2018,8238000,7691000,-6.64,11,5,3,
hedgeFunds,INFU,1,5,3/31/2018,6/30/2018," 5,235,000.00 "," 4,259,000.00 ",-18.63,2,2,1,
allFirms,INTF,11,74,3/31/2018,6/30/2018,13654000,26521000,94.23,34,4,13,
hedgeFunds,INTF,0,5,3/31/2018,6/30/2018," 1,581,000.00 "," 1,187,000.00 ",-24.96,2,1,3,
allFirms,INTT,0,45,3/31/2018,6/30/2018,5420000,5536000,2.13,2,17,8,18
hedgeFunds,INTT,0,11,3/31/2018,6/30/2018," 1,845,000.00 "," 1,777,000.00 ",-3.64,1,3,3,7
allFirms,INUV,0,21,3/31/2018,6/30/2018,6044000,6795000,12.42,4,6,,
hedgeFunds,INUV,0,2,3/31/2018,6/30/2018," 1,634,000.00 "," 1,680,000.00 ",2.78,1,2,,
allFirms,IOR,,,,,,,,,,,
hedgeFunds,IOR,,,,,,,,,,,
allFirms,IPB,,,,,,,,,,,
hedgeFunds,IPB,,,,,,,,,,,
allFirms,IPO,,,,,,,,,,,
hedgeFunds,IPO,,,,,,,,,,,
allFirms,ITB,4,154,3/31/2018,6/30/2018,25797000,24980000,-3.17,21,35,30,56
hedgeFunds,ITB,1,14,3/31/2018,6/30/2018," 2,546,000.00 "," 1,349,000.00 ",-47.01,5,2,2,4
allFirms,ITEQ,,,,,,,,,,,
hedgeFunds,ITEQ,,,,,,,,,,,
allFirms,ITP,,,,,,,,,,,
hedgeFunds,ITP,,,,,,,,,,,
allFirms,IVAL,2,15,3/31/2018,6/30/2018,2293000,2537000,10.67,5,8,4,
hedgeFunds,IVAL,1,3,3/31/2018,6/30/2018," 1,476,000.00 "," 1,493,000.00 ",1.11,1,2,1,
allFirms,IVV,391,1331,3/31/2018,6/30/2018,337784000,395370000,17.05,88,570,43,463
hedgeFunds,IVV,17,79,3/31/2018,6/30/2018," 5,733,000.00 "," 5,377,000.00 ",-6.21,10,28,3,29
allFirms,IVW,81,710,3/31/2018,6/30/2018,75750000,79070000,4.38,55,231,37,242
hedgeFunds,IVW,1,35,3/31/2018,6/30/2018," 1,347,000.00 "," 1,338,000.00 ",-0.66,3,14,4,11
allFirms,IWB,66,598,3/31/2018,6/30/2018,98262000,97379000,-0.9,39,148,32,204
hedgeFunds,IWB,6,38,3/31/2018,6/30/2018," 3,048,000.00 "," 3,062,000.00 ",0.46,3,12,2,13
allFirms,IWD,89,812,3/31/2018,6/30/2018,203530000,201248000,-1.12,55,238,36,302
hedgeFunds,IWD,3,50,3/31/2018,6/30/2018," 5,297,000.00 "," 3,912,000.00 ",-26.14,5,18,3,12
allFirms,IWF,142,917,3/31/2018,6/30/2018,196588000,185082000,-5.85,59,280,39,365
hedgeFunds,IWF,7,53,3/31/2018,6/30/2018," 3,903,000.00 "," 4,139,000.00 ",6.04,7,15,2,19
allFirms,IWM,272,1213,3/31/2018,6/30/2018,253240000,270121000,6.67,108,458,60,401
hedgeFunds,IWM,74,110,3/31/2018,6/30/2018," 9,924,000.00 "," 12,704,000.00 ",28.02,21,34,13,34
allFirms,IWN,45,575,3/31/2018,6/30/2018,45903000,49450000,7.73,51,185,42,175
hedgeFunds,IWN,2,37,3/31/2018,6/30/2018," 1,557,000.00 "," 1,711,000.00 ",9.88,5,13,6,9
allFirms,IWO,41,564,3/31/2018,6/30/2018,31098000,36157000,16.27,67,182,31,148
hedgeFunds,IWO,6,40,3/31/2018,6/30/2018," 2,282,000.00 "," 2,571,000.00 ",12.68,10,12,2,8
allFirms,IWV,35,405,3/31/2018,6/30/2018,29134000,27686000,-4.97,40,95,29,124
hedgeFunds,IWV,3,27,3/31/2018,6/30/2018," 7,967,000.00 "," 7,305,000.00 ",-8.3,4,6,4,8
allFirms,IXC,3,137,3/31/2018,6/30/2018,15249000,23317000,52.91,51,17,29,
hedgeFunds,IXC,0,9,3/31/2018,6/30/2018," 1,030,000.00 "," 1,050,000.00 ",1.99,3,1,3,
allFirms,IYR,17,368,3/31/2018,6/30/2018,54556000,55338000,1.43,53,80,31,139
hedgeFunds,IYR,6,38,3/31/2018,6/30/2018," 3,622,000.00 "," 4,370,000.00 ",20.65,12,10,7,13
allFirms,JHDG,,,,,,,,,,,
hedgeFunds,JHDG,,,,,,,,,,,
allFirms,JJEB,,,,,,,,,,,
hedgeFunds,JJEB,,,,,,,,,,,
allFirms,JJMB,,,,,,,,,,,
hedgeFunds,JJMB,,,,,,,,,,,
allFirms,JJSB,,,,,,,,,,,
hedgeFunds,JJSB,,,,,,,,,,,
allFirms,JNK,31,433,3/31/2018,6/30/2018,220803000,220450000,-0.16,44,136,55,182
hedgeFunds,JNK,1,23,3/31/2018,6/30/2018," 7,472,000.00 "," 9,213,000.00 ",23.3,4,3,4,13
allFirms,JPST,,,,,,,,,,,
hedgeFunds,JPST,,,,,,,,,,,
allFirms,JPXN,,,,,,,,,,,
hedgeFunds,JPXN,,,,,,,,,,,
allFirms,KBE,10,237,3/31/2018,6/30/2018,54340000,45796000,-15.72,31,78,27,72
hedgeFunds,KBE,2,24,3/31/2018,6/30/2018," 2,775,000.00 "," 1,682,000.00 ",-39.39,4,6,4,9
allFirms,KLX,,,,,,,,,,,
hedgeFunds,KLX,,,,,,,,,,,
allFirms,KOR,,,,,,,,,,,
hedgeFunds,KOR,,,,,,,,,,,
allFirms,KRE,23,411,3/31/2018,6/30/2018,68107000,71881000,5.54,70,180,54,100
hedgeFunds,KRE,3,36,3/31/2018,6/30/2018," 4,305,000.00 "," 4,502,000.00 ",4.57,11,11,11,10
allFirms,KSA,,,,,,,,,,,
hedgeFunds,KSA,,,,,,,,,,,
allFirms,KWEB,0,112,3/31/2018,6/30/2018,10894000,10574000,-2.94,20,33,24,27
hedgeFunds,KWEB,0,8,3/31/2018,6/30/2018," 2,881,000.00 "," 2,541,000.00 ",-11.79,3,4,3,1
allFirms,LBY,0,76,3/31/2018,6/30/2018,17850000,17359000,-2.75,10,27,21,30
hedgeFunds,LBY,0,18,3/31/2018,6/30/2018," 3,281,000.00 "," 3,657,000.00 ",11.46,5,7,3,6
allFirms,LMLP,,,,,,,,,,,
hedgeFunds,LMLP,,,,,,,,,,,
allFirms,LNG,33,481,3/31/2018,6/30/2018,226840000,236171000,4.11,94,183,33,128
hedgeFunds,LNG,17,89,3/31/2018,6/30/2018," 65,520,000.00 "," 70,441,000.00 ",7.51,29,33,9,24
allFirms,LOGO,,,,,,,,,,,
hedgeFunds,LOGO,,,,,,,,,,,
allFirms,LOUP,,,,,,,,,,,
hedgeFunds,LOUP,,,,,,,,,,,
allFirms,LQD,65,689,3/31/2018,6/30/2018,215764000,223073000,3.39,59,226,68,298
hedgeFunds,LQD,8,38,3/31/2018,6/30/2018," 29,264,000.00 "," 30,201,000.00 ",3.2,7,11,8,17
allFirms,LRGF,2,80,3/31/2018,6/30/2018,20466000,22499000,9.93,16,32,,
hedgeFunds,LRGF,0,5,3/31/2018,6/30/2018," 1,044,000.00 "," 1,071,000.00 ",2.57,1,2,,
allFirms,LTS,0,100,3/31/2018,6/30/2018,29034000,30328000,4.46,9,34,9,26
hedgeFunds,LTS,0,16,3/31/2018,6/30/2018," 1,917,000.00 "," 1,782,000.00 ",-7.02,3,5,1,6
allFirms,LTSK,,,,,,,,,,,
hedgeFunds,LTSK,,,,,,,,,,,
allFirms,MAG,,,,,,,,,,,
hedgeFunds,MAG,,,,,,,,,,,
allFirms,MCF,0,57,3/31/2018,6/30/2018,16687000,12045000,-27.82,18,25,21,
hedgeFunds,MCF,0,13,3/31/2018,6/30/2018," 4,625,000.00 "," 1,192,000.00 ",-74.22,11,4,1,
allFirms,MDY,100,776,3/31/2018,6/30/2018,33276000,32467000,-2.43,42,233,40,309
hedgeFunds,MDY,8,41,3/31/2018,6/30/2018," 1,924,000.00 "," 1,628,000.00 ",-15.36,4,11,4,17
allFirms,MJ,,,,,,,,,,,
hedgeFunds,MJ,,,,,,,,,,,
allFirms,MLPA,5,126,3/31/2018,6/30/2018,57793000,67237000,16.34,24,58,15,32
hedgeFunds,MLPA,0,4,3/31/2018,6/30/2018," 1,137,000.00 "," 1,366,000.00 ",20.12,2,1,2,1
allFirms,MLPB,,,,,,,,,,,
hedgeFunds,MLPB,,,,,,,,,,,
allFirms,MLPE,,,,,,,,,,,
hedgeFunds,MLPE,,,,,,,,,,,
allFirms,MLPI,5,98,3/31/2018,6/30/2018,56343000,48259000,-14.35,14,26,16,38
hedgeFunds,MLPI,0,8,3/31/2018,6/30/2018," 1,089,000.00 "," 1,297,000.00 ",19.1,3,1,1,2
allFirms,MMIN,,,,,,,,,,,
hedgeFunds,MMIN,,,,,,,,,,,
allFirms,MOAT,,,,,,,,,,,
hedgeFunds,MOAT,,,,,,,,,,,
allFirms,MSN,0,16,3/31/2018,6/30/2018,2963000,2985000,0.75,4,,,
hedgeFunds,MSN,0,3,3/31/2018,6/30/2018," 1,393,000.00 "," 1,409,000.00 ",1.14,2,,,
allFirms,MUB,34,480,3/31/2018,6/30/2018,57716000,65902000,14.18,44,165,33,195
hedgeFunds,MUB,3,25,3/31/2018,6/30/2018," 2,793,000.00 "," 2,297,000.00 ",-17.75,1,10,2,10
allFirms,MXDE,,,,,,,,,,,
hedgeFunds,MXDE,,,,,,,,,,,
allFirms,NACP,,,,,,,,,,,
hedgeFunds,NACP,,,,,,,,,,,
allFirms,NAK,0,65,3/31/2018,6/30/2018,36625000,30645000,-16.33,7,15,20,20
hedgeFunds,NAK,0,5,3/31/2018,6/30/2018," 2,932,000.00 "," 1,668,000.00 ",-43.09,2,1,7,2
allFirms,NES,,,,,,,,,,,
hedgeFunds,NES,,,,,,,,,,,
allFirms,NG,1,129,3/31/2018,6/30/2018,145818000,144490000,-0.91,22,37,18,28
hedgeFunds,NG,0,19,3/31/2018,6/30/2018," 49,354,000.00 "," 51,880,000.00 ",5.12,6,7,3,2
allFirms,NGD,2,155,3/31/2018,6/30/2018,269239000,288617000,7.2,11,56,23,42
hedgeFunds,NGD,0,29,3/31/2018,6/30/2018," 22,078,000.00 "," 24,391,000.00 ",10.47,4,12,4,7
allFirms,NML,0,54,3/31/2018,6/30/2018,14723000,14601000,-0.83,11,13,,
hedgeFunds,NML,0,6,3/31/2018,6/30/2018," 1,302,000.00 "," 1,654,000.00 ",27.08,4,1,,
allFirms,NOBL,,,,,,,,,,,
hedgeFunds,NOBL,,,,,,,,,,,
allFirms,NOG,3,131,3/31/2018,6/30/2018,13272000,110361000,731.53,69,37,9,11
hedgeFunds,NOG,1,28,3/31/2018,6/30/2018," 2,173,000.00 "," 46,438,000.00 ",2037.17,19,8,2,1
allFirms,NSU,2,84,3/31/2018,6/30/2018,95402000,92980000,-2.54,19,26,12,24
hedgeFunds,NSU,1,16,3/31/2018,6/30/2018," 40,085,000.00 "," 32,260,000.00 ",-19.52,3,9,3,3
allFirms,NTSX,,,,,,,,,,,
hedgeFunds,NTSX,,,,,,,,,,,
allFirms,NXE,,,,,,,,,,,
hedgeFunds,NXE,,,,,,,,,,,
allFirms,OCX,1,35,3/31/2018,6/30/2018,8637000,8780000,1.65,8,14,,
hedgeFunds,OCX,1,4,3/31/2018,6/30/2018," 7,583,000.00 "," 7,758,000.00 ",2.31,3,1,,
allFirms,OEF,11,278,3/31/2018,6/30/2018,28941000,22862000,-21.01,17,60,27,106
hedgeFunds,OEF,1,22,3/31/2018,6/30/2018," 2,244,000.00 "," 2,167,000.00 ",-3.44,3,7,1,4
allFirms,OIH,,,,,,,,,,,
hedgeFunds,OIH,,,,,,,,,,,
allFirms,OILD,,,,,,,,,,,
hedgeFunds,OILD,,,,,,,,,,,
allFirms,OILU,,,,,,,,,,,
hedgeFunds,OILU,,,,,,,,,,,
allFirms,ONEV,,,,,,,,,,,
hedgeFunds,ONEV,,,,,,,,,,,
allFirms,OPER,,,,,,,,,,,
hedgeFunds,OPER,,,,,,,,,,,
allFirms,ORM,1,40,3/31/2018,6/30/2018,3295000,3069000,-6.88,12,8,13,
hedgeFunds,ORM,1,11,3/31/2018,6/30/2018," 1,305,000.00 "," 1,680,000.00 ",28.71,5,4,1,
allFirms,OSCV,,,,,,,,,,,
hedgeFunds,OSCV,,,,,,,,,,,
allFirms,OVOL,,,,,,,,,,,
hedgeFunds,OVOL,,,,,,,,,,,
allFirms,PBTP,,,,,,,,,,,
hedgeFunds,PBTP,,,,,,,,,,,
allFirms,PCY,4,193,3/31/2018,6/30/2018,131267000,114339000,-12.9,60,63,82,
hedgeFunds,PCY,0,7,3/31/2018,6/30/2018," 1,945,000.00 "," 1,764,000.00 ",-9.33,3,5,3,
allFirms,PEX,,,,,,,,,,,
hedgeFunds,PEX,,,,,,,,,,,
allFirms,PFNX,1,77,3/31/2018,6/30/2018,15526000,23449000,51.03,37,25,6,8
hedgeFunds,PFNX,0,15,3/31/2018,6/30/2018," 4,717,000.00 "," 6,818,000.00 ",44.55,10,2,6,2
allFirms,PGMB,,,,,,,,,,,
hedgeFunds,PGMB,,,,,,,,,,,
allFirms,PGX,13,293,3/31/2018,6/30/2018,156773000,155914000,-0.55,40,95,45,112
hedgeFunds,PGX,0,9,3/31/2018,6/30/2018," 1,987,000.00 "," 1,511,000.00 ",-23.95,2,1,4,6
allFirms,PHYS,8,160,3/31/2018,6/30/2018,39947000,40622000,1.69,19,30,12,41
hedgeFunds,PHYS,1,13,3/31/2018,6/30/2018," 2,480,000.00 "," 2,312,000.00 ",-6.76,1,1,1,5
allFirms,PICK,,,,,,,,,,,
hedgeFunds,PICK,,,,,,,,,,,
allFirms,PILL,,,,,,,,,,,
hedgeFunds,PILL,,,,,,,,,,,
allFirms,PJUL,,,,,,,,,,,
hedgeFunds,PJUL,,,,,,,,,,,
allFirms,PLX,0,35,3/31/2018,6/30/2018,8218000,7899000,-3.88,7,8,,
hedgeFunds,PLX,0,3,3/31/2018,6/30/2018," 5,589,000.00 "," 5,807,000.00 ",3.9,2,1,,
allFirms,PSMM,,,,,,,,,,,
hedgeFunds,PSMM,,,,,,,,,,,
allFirms,PTLC,,,,,,,,,,,
hedgeFunds,PTLC,,,,,,,,,,,
allFirms,PTN,0,83,3/31/2018,6/30/2018,25892000,41677000,60.97,36,20,13,12
hedgeFunds,PTN,0,10,3/31/2018,6/30/2018," 3,835,000.00 "," 1,639,000.00 ",-57.26,3,2,3,3
allFirms,PULS,,,,,,,,,,,
hedgeFunds,PULS,,,,,,,,,,,
allFirms,PYPE,,,,,,,,,,,
hedgeFunds,PYPE,,,,,,,,,,,
allFirms,QDIV,,,,,,,,,,,
hedgeFunds,QDIV,,,,,,,,,,,
allFirms,QED,,,,,,,,,,,
hedgeFunds,QED,,,,,,,,,,,
allFirms,QGRO,,,,,,,,,,,
hedgeFunds,QGRO,,,,,,,,,,,
allFirms,QINT,,,,,,,,,,,
hedgeFunds,QINT,,,,,,,,,,,
allFirms,QLS,,,,,,,,,,,
hedgeFunds,QLS,,,,,,,,,,,
allFirms,QMN,,,,,,,,,,,
hedgeFunds,QMN,,,,,,,,,,,
allFirms,QMOM,2,10,3/31/2018,6/30/2018,2266000,2679000,18.21,2,,,
hedgeFunds,QMOM,1,2,3/31/2018,6/30/2018," 1,459,000.00 "," 1,485,000.00 ",1.81,1,,,
allFirms,QSY,,,,,,,,,,,
hedgeFunds,QSY,,,,,,,,,,,
allFirms,QTUM,,,,,,,,,,,
hedgeFunds,QTUM,,,,,,,,,,,
allFirms,QVAL,3,20,3/31/2018,6/30/2018,2638000,2943000,11.57,5,,,
hedgeFunds,QVAL,2,2,3/31/2018,6/30/2018," 1,624,000.00 "," 1,654,000.00 ",1.84,2,,,
allFirms,REDV,,,,,,,,,,,
hedgeFunds,REDV,,,,,,,,,,,
allFirms,REI,3,160,3/31/2018,6/30/2018,53532000,57867000,8.1,24,70,24,44
hedgeFunds,REI,1,13,3/31/2018,6/30/2018," 4,452,000.00 "," 4,465,000.00 ",0.28,4,5,7,3
allFirms,RFL,,,,,,,,,,,
hedgeFunds,RFL,,,,,,,,,,,
allFirms,RIDV,,,,,,,,,,,
hedgeFunds,RIDV,,,,,,,,,,,
allFirms,RIF,,,,,,,,,,,
hedgeFunds,RIF,,,,,,,,,,,
allFirms,RLGT,1,73,3/31/2018,6/30/2018,22306000,21445000,-3.86,9,28,9,24
hedgeFunds,RLGT,1,11,3/31/2018,6/30/2018," 3,704,000.00 "," 3,579,000.00 ",-3.38,2,2,4,5
allFirms,ROX,0,67,3/31/2018,6/30/2018,19844000,20982000,5.73,8,22,11,
hedgeFunds,ROX,0,8,3/31/2018,6/30/2018," 2,271,000.00 "," 2,233,000.00 ",-1.65,1,2,3,
allFirms,RSX,4,130,3/31/2018,6/30/2018,45687000,42499000,-6.98,24,38,36,41
hedgeFunds,RSX,2,17,3/31/2018,6/30/2018," 13,831,000.00 "," 8,460,000.00 ",-38.84,7,4,6,5
allFirms,RTH,,,,,,,,,,,
hedgeFunds,RTH,,,,,,,,,,,
allFirms,RTL,,,,,,,,,,,
hedgeFunds,RTL,,,,,,,,,,,
allFirms,RWX,3,230,3/31/2018,6/30/2018,72204000,69580000,-3.63,35,74,24,78
hedgeFunds,RWX,0,9,3/31/2018,6/30/2018," 1,738,000.00 "," 1,875,000.00 ",7.9,1,3,1,1
allFirms,SAND,,,,,,,,,,,
hedgeFunds,SAND,,,,,,,,,,,
allFirms,SCHE,38,395,3/31/2018,6/30/2018,84730000,87048000,2.74,35,230,38,84
hedgeFunds,SCHE,1,20,3/31/2018,6/30/2018," 2,177,000.00 "," 2,470,000.00 ",13.45,1,10,3,7
allFirms,SCHF,91,485,3/31/2018,6/30/2018,276727000,302227000,9.21,39,271,21,119
hedgeFunds,SCHF,1,23,3/31/2018,6/30/2018," 1,755,000.00 "," 2,810,000.00 ",60.15,4,12,2,5
allFirms,SCHX,86,467,3/31/2018,6/30/2018,92371000,96772000,4.76,55,219,126,
hedgeFunds,SCHX,2,23,3/31/2018,6/30/2018," 4,946,000.00 "," 5,032,000.00 ",1.74,6,8,8,
allFirms,SCHZ,48,310,3/31/2018,6/30/2018,38002000,39554000,4.08,37,139,21,103
hedgeFunds,SCHZ,2,15,3/31/2018,6/30/2018," 1,011,000.00 "," 1,208,000.00 ",19.48,6,6,1,2
allFirms,SDY,46,613,3/31/2018,6/30/2018,54484000,60058000,10.23,185,31,248,
hedgeFunds,SDY,0,23,3/31/2018,6/30/2018," 1,814,000.00 "," 1,518,000.00 ",-16.3,8,3,10,
allFirms,SEA,,,,,,,,,,,
hedgeFunds,SEA,,,,,,,,,,,
allFirms,SEF,,,,,,,,,,,
hedgeFunds,SEF,,,,,,,,,,,
allFirms,SGDM,,,,,,,,,,,
hedgeFunds,SGDM,,,,,,,,,,,
allFirms,SH,7,96,3/31/2018,6/30/2018,11710000,9630000,-17.77,11,33,31,
hedgeFunds,SH,1,9,3/31/2018,6/30/2018," 1,204,000.00 "," 1,191,000.00 ",-1.06,2,2,3,
allFirms,SHM,16,304,3/31/2018,6/30/2018,50366000,49492000,-1.74,26,117,29,102
hedgeFunds,SHM,2,15,3/31/2018,6/30/2018," 2,968,000.00 "," 2,450,000.00 ",-17.45,2,7,2,4
allFirms,SHYG,11,189,3/31/2018,6/30/2018,57355000,29264000,-48.98,34,79,13,50
hedgeFunds,SHYG,1,9,3/31/2018,6/30/2018," 1,745,000.00 "," 2,107,000.00 ",20.76,2,3,2,4
allFirms,SILV,,,,,,,,,,,
hedgeFunds,SILV,,,,,,,,,,,
allFirms,SLT,,,,,,,,,,,
hedgeFunds,SLT,,,,,,,,,,,
allFirms,SLV,8,381,3/31/2018,6/30/2018,65960000,61482000,-6.79,31,109,37,97
hedgeFunds,SLV,3,26,3/31/2018,6/30/2018," 7,657,000.00 "," 6,198,000.00 ",-19.06,2,9,8,9
allFirms,SMH,,,,,,,,,,,
hedgeFunds,SMH,,,,,,,,,,,
allFirms,SMLF,,,,,,,,,,,
hedgeFunds,SMLF,,,,,,,,,,,
allFirms,SMN,,,,,,,,,,,
hedgeFunds,SMN,,,,,,,,,,,
allFirms,SMTS,,,,,,,,,,,
hedgeFunds,SMTS,,,,,,,,,,,
allFirms,SPIB,,,,,,,,,,,
hedgeFunds,SPIB,,,,,,,,,,,
allFirms,SPMD,,,,,,,,,,,
hedgeFunds,SPMD,,,,,,,,,,,
allFirms,SPSM,,,,,,,,,,,
hedgeFunds,SPSM,,,,,,,,,,,
allFirms,SPTM,,,,,,,,,,,
hedgeFunds,SPTM,,,,,,,,,,,
allFirms,SPTS,,,,,,,,,,,
hedgeFunds,SPTS,,,,,,,,,,,
allFirms,SPXU,,,,,,,,,,,
hedgeFunds,SPXU,,,,,,,,,,,
allFirms,SPY,776,1823,3/31/2018,6/30/2018,646318000,640246000,-0.94,105,733,104,748
hedgeFunds,SPY,173,177,3/31/2018,6/30/2018," 53,793,000.00 "," 44,892,000.00 ",-16.55,25,55,26,79
allFirms,SRVR,,,,,,,,,,,
hedgeFunds,SRVR,,,,,,,,,,,
allFirms,SVXY,0,51,3/31/2018,6/30/2018,15494000,16925000,9.24,13,12,20,13
hedgeFunds,SVXY,0,7,3/31/2018,6/30/2018," 1,375,000.00 "," 3,273,000.00 ",138.07,3,2,4,2
allFirms,SZNE,,,,,,,,,,,
hedgeFunds,SZNE,,,,,,,,,,,
allFirms,TAGS,,,,,,,,,,,
hedgeFunds,TAGS,,,,,,,,,,,
allFirms,TAT,0,38,3/31/2018,6/30/2018,10062000,9493000,-5.65,2,9,,
hedgeFunds,TAT,0,6,3/31/2018,6/30/2018," 5,107,000.00 "," 5,212,000.00 ",2.04,2,2,,
allFirms,TAXF,,,,,,,,,,,
hedgeFunds,TAXF,,,,,,,,,,,
allFirms,TBLU,,,,,,,,,,,
hedgeFunds,TBLU,,,,,,,,,,,
allFirms,TFI,11,203,3/31/2018,6/30/2018,40716000,41832000,2.74,26,61,65,
hedgeFunds,TFI,0,13,3/31/2018,6/30/2018," 5,806,000.00 "," 5,725,000.00 ",-1.4,3,4,5,
allFirms,TGB,0,72,3/31/2018,6/30/2018,75749000,68258000,-9.89,7,20,22,16
hedgeFunds,TGB,0,7,3/31/2018,6/30/2018," 8,341,000.00 "," 9,072,000.00 ",8.77,2,1,5,3
allFirms,THM,0,23,3/31/2018,6/30/2018,98266000,101046000,2.83,6,3,,
hedgeFunds,THM,0,5,3/31/2018,6/30/2018," 59,819,000.00 "," 61,230,000.00 ",2.36,2,1,,
allFirms,TIP,50,753,3/31/2018,6/30/2018,137747000,136349000,-1.01,55,319,48,245
hedgeFunds,TIP,5,35,3/31/2018,6/30/2018," 4,056,000.00 "," 3,618,000.00 ",-10.8,5,17,3,9
allFirms,TPHS,2,53,3/31/2018,6/30/2018,19055000,19090000,0.18,16,18,,
hedgeFunds,TPHS,1,8,3/31/2018,6/30/2018," 4,377,000.00 "," 4,285,000.00 ",-2.1,3,2,,
allFirms,TRTY,,,,,,,,,,,
hedgeFunds,TRTY,,,,,,,,,,,
allFirms,UCIB,,,,,,,,,,,
hedgeFunds,UCIB,,,,,,,,,,,
allFirms,UEC,0,89,3/31/2018,6/30/2018,40025000,41107000,2.7,16,36,8,14
hedgeFunds,UEC,0,11,3/31/2018,6/30/2018," 2,309,000.00 "," 2,335,000.00 ",1.13,2,4,2,3
allFirms,UGAZ,4,32,3/31/2018,6/30/2018,4460000,12200000,173.52,19,8,3,
hedgeFunds,UGAZ,0,7,3/31/2018,6/30/2018," 3,236,000.00 "," 9,355,000.00 ",189.12,4,2,1,
allFirms,UJUL,,,,,,,,,,,
hedgeFunds,UJUL,,,,,,,,,,,
allFirms,URG,0,25,3/31/2018,6/30/2018,37924000,37334000,-1.56,8,6,,
hedgeFunds,URG,0,4,3/31/2018,6/30/2018," 9,720,000.00 "," 10,453,000.00 ",7.54,1,2,,
allFirms,USAS,,,,,,,,,,,
hedgeFunds,USAS,,,,,,,,,,,
allFirms,USMV,61,435,3/31/2018,6/30/2018,156678000,162617000,3.79,30,147,169,
hedgeFunds,USMV,2,17,3/31/2018,6/30/2018," 1,570,000.00 "," 2,234,000.00 ",42.3,1,2,11,
allFirms,USO,4,146,3/31/2018,6/30/2018,83051000,63058000,-24.07,19,26,55,
hedgeFunds,USO,0,7,3/31/2018,6/30/2018," 5,438,000.00 "," 5,294,000.00 ",-2.64,2,2,5,
allFirms,UTG,1,92,3/31/2018,6/30/2018,9042000,7174000,-20.66,12,27,14,30
hedgeFunds,UTG,1,5,3/31/2018,6/30/2018," 1,922,000.00 "," 1,417,000.00 ",-26.28,1,1,4,3
allFirms,UWN,1,25,3/31/2018,6/30/2018,6963000,6977000,0.21,2,4,,
hedgeFunds,UWN,1,4,3/31/2018,6/30/2018," 3,404,000.00 "," 3,336,000.00 ",-2,1,1,,
allFirms,VEA,247,976,3/31/2018,6/30/2018,1161000000,1187000000,2.27,62,492,55,298
hedgeFunds,VEA,20,64,3/31/2018,6/30/2018," 51,861,000.00 "," 56,344,000.00 ",8.65,3,34,1,19
allFirms,VEU,90,719,3/31/2018,6/30/2018,212569000,212532000,-0.02,43,320,44,238
hedgeFunds,VEU,7,40,3/31/2018,6/30/2018," 7,940,000.00 "," 7,202,000.00 ",-9.3,3,19,4,10
allFirms,VGK,45,509,3/31/2018,6/30/2018,163989000,141150000,-13.93,34,157,72,211
hedgeFunds,VGK,4,30,3/31/2018,6/30/2018," 8,958,000.00 "," 6,309,000.00 ",-29.57,1,9,6,15
allFirms,VGZ,1,30,3/31/2018,6/30/2018,22446000,22322000,-0.55,6,5,,
hedgeFunds,VGZ,1,2,3/31/2018,6/30/2018," 18,775,000.00 "," 18,640,000.00 ",-0.71,2,1,,
allFirms,VIG,89,814,3/31/2018,6/30/2018,95239000,103574000,8.75,49,295,301,
hedgeFunds,VIG,4,46,3/31/2018,6/30/2018," 4,312,000.00 "," 4,620,000.00 ",7.13,6,11,19,
allFirms,VMOT,2,12,3/31/2018,6/30/2018,1912000,2202000,15.2,7,,,
hedgeFunds,VMOT,1,1,3/31/2018,6/30/2018," 1,335,000.00 "," 1,413,000.00 ",5.81,1,,,
allFirms,VNQ,106,978,3/31/2018,6/30/2018,230358000,221504000,-3.84,74,361,54,433
hedgeFunds,VNQ,4,58,3/31/2018,6/30/2018," 5,308,000.00 "," 7,621,000.00 ",43.58,12,22,4,22
allFirms,VOO,168,863,3/31/2018,6/30/2018,161755000,161374000,-0.24,70,375,37,249
hedgeFunds,VOO,11,53,3/31/2018,6/30/2018," 4,838,000.00 "," 4,852,000.00 ",0.28,6,24,2,16
allFirms,VPL,21,239,3/31/2018,6/30/2018,34027000,32857000,-3.44,16,90,20,65
hedgeFunds,VPL,3,10,3/31/2018,6/30/2018," 1,047,000.00 "," 1,035,000.00 ",-1.18,1,4,1,4
allFirms,VT,27,338,3/31/2018,6/30/2018,40430000,40193000,-0.59,27,150,33,91
hedgeFunds,VT,1,18,3/31/2018,6/30/2018," 1,467,000.00 "," 1,119,000.00 ",-23.68,3,7,2,4
allFirms,VTI,218,1058,3/31/2018,6/30/2018,227485000,251240000,10.44,59,458,48,357
hedgeFunds,VTI,9,64,3/31/2018,6/30/2018," 7,032,000.00 "," 7,951,000.00 ",13.07,4,33,4,20
allFirms,VTV,85,663,3/31/2018,6/30/2018,218878000,248893000,13.71,40,274,51,233
hedgeFunds,VTV,2,36,3/31/2018,6/30/2018," 2,387,000.00 "," 2,489,000.00 ",4.27,7,16,1,10
allFirms,VUG,98,694,3/31/2018,6/30/2018,142867000,156067000,9.24,49,271,32,243
