Year,payoutRatio,debtEquityRatio,netMargin,roic,issuanceOfStock,dividendsPaid,Underlying
2017,0.453865337,11.2656282,0.064401118,0.013970451,,-1820000000,MET
2016,2.163529412,12.30637781,0.013995916,0.017456591,,-1839000000,MET
2015,0.329238787,11.91241961,0.087712425,0.017390904,,-1769000000,MET
2014,0.256934538,11.51498917,0.086112059,0.024736355,1000000000,-1621000000,MET
2017,0.394803086,9.573002755,0.189132738,0.070027616,1156000,-4862000,MFSF
2016,0.323540518,10.09079678,0.211473656,0.069548678,976000,-4284000,MFSF
2015,0.289512314,9.788286809,0.204410956,,2011000,-3550000,MFSF
2014,0.207948579,10.22998454,0.196233789,,1347000,-2297000,MFSF
2017,-0.475526204,7.053892598,-0.058160696,,1081000,-80790000,MHLD
2016,1.569681503,4.676956427,0.017930666,,1931000,-76883000,MHLD
2015,0.502434204,5.017715635,0.048375682,,3318000,-62541000,MHLD
2014,0.556420195,4.23782157,0.042580382,0.045466821,592000,-56416000,MHLD
2017,0.112575634,0.51929471,0.177002125,1.925425623,,-38178000,MKSI
2016,0.346926314,0.781491586,0.080912222,1.005175765,,-36361000,MKSI
2015,0.294111875,0.09687987,0.150329923,,1262000,-35969000,MKSI
2014,0.301015737,0.13146525,0.148268147,,2492000,-34851000,MKSI
2017,0.330125803,0.129114475,0.372578125,,1972000,-48888000,MKTX
2016,0.305099388,0.128263531,0.341080074,,2299000,-38495000,MKTX
2015,0.307527307,0.123691815,0.316851315,1.746039242,1824000,-29534000,MKTX
2014,0.320041173,0.13666938,0.285656461,1.813607141,2511000,-23941000,MKTX
2017,0.330991413,1.179957869,0.053796405,4.534653465,17000000,-42400000,MLHR
2016,0.317998386,1.181276596,0.054385041,7.234875445,11700000,-39400000,MLHR
2015,0.255303584,1.303394355,0.060355866,18.07692308,9200000,-34900000,MLHR
2014,0.341538462,1.767508337,0.045513958,,7800000,-33300000,MLHR
2017,0.576986414,2.280117617,0.153457371,5.880513232,734000000,-2803000000,MMM
2016,0.53029703,2.191007963,0.167723936,16.42494226,804000000,-2678000000,MMM
2015,0.529898614,1.873742235,0.159641937,26.16791045,635000000,-2561000000,MMM
2014,0.447134786,1.378213441,0.155746205,4.507264687,968000000,-2216000000,MMM
2017,0.287070855,0.746428128,0.150159044,1.623716153,,-39300000,MORN
2016,0.235403727,0.939124192,0.201602805,2.122065728,400000,-37900000,MORN
2015,0.254147813,0.606590661,0.168103448,2.472114137,3900000,-33700000,MORN
2014,0.389527458,0.544605968,0.103012761,2.442815249,6600000,-30500000,MORN
2017,-0.783842365,0.372170899,-0.026806796,,,-11934000,MOV
2016,0.340264111,0.282301637,0.063429893,,,-11930000,MOV
2015,0.228677873,0.32691487,0.075798044,,,-10312000,MOV
2014,0.195148331,0.204761836,0.088207435,46.0019305,291000,-10104000,MOV
2017,0.310904218,14.45981005,0.165029332,,146000,-2204000,MPB
2016,0.314197847,13.65365348,0.200622124,,82000,-2452000,MPB
2015,0.333180147,12.29619798,0.186882712,0.069599652,66000,-2175000,MPB
2014,0.33766006,12.86767042,0.204578893,0.057809139,53000,-1925000,MPB
2017,0.520313483,0.25011542,0.138456115,0.355016314,2851000,-33926000,MPWR
2016,0.627826252,0.185588102,0.135643806,0.337019425,3807000,-33099000,MPWR
2015,0.851956101,0.170329104,0.105600375,0.264699192,9971000,-29965000,MPWR
2014,0.328440625,0.152820957,0.125630453,0.236530579,14019000,-11658000,MPWR
2017,,,0.064004785,,,,MRK
2016,1.307142857,1.373702854,0.098475143,0.504129749,939000000,-5124000000,MRK
2015,1.151958577,1.273838302,0.11246139,0.463609119,485000000,-5117000000,MRK
2014,0.433724832,1.014985508,0.282217014,0.422005508,1560000000,-5170000000,MRK
2017,0.275106753,4.789957083,0.281094057,1.442549509,844000,-6958000,MRLN
2016,0.399733781,4.497341163,0.216479992,1.827445915,336000,-6907000,MRLN
2015,0.42271076,4.148490056,0.215549945,1.832498002,820000,-6749000,MRLN
2014,0.313281654,3.359804327,0.259105517,,407000,-6062000,MRLN
2017,0.228962946,0.136879369,0.216186903,0.544120881,180302000,-119251000,MRVL
2016,5.781854286,0.154183915,0.009192122,0.269938821,74219000,-122292000,MRVL
2015,-0.151369238,0.314484376,-0.311777497,0.079184158,80717000,-122821000,MRVL
2014,0.282076785,0.143467787,0.119692423,0.351401383,112357000,-122801000,MRVL
2017,0.766338785,2.129282623,0.150154041,0.283675203,1002000000,-12699000000,MSFT
2016,0.464710267,1.853826772,0.26394052,0.240909333,772000000,-11845000000,MSFT
2015,0.53585861,1.687167521,0.225321983,0.232437654,668000000,-11006000000,MSFT
2014,0.810465021,1.178639661,0.130294935,0.273916129,634000000,-9882000000,MSFT
2017,-1.980645161,-5.703214696,-0.024294671,,82000000,-307000000,MSI
2016,0.5,-9.76659751,0.092745942,4.387323944,93000000,-280000000,MSI
2015,0.454098361,-79.64150943,0.107111501,1.612855007,84000000,-277000000,MSI
2014,0.244803695,2.799634369,0.220880803,,87000000,-318000000,MSI
2017,,3.237594489,0.263138395,,59442000,,MTCH
2016,,3.113847926,0.153340011,,39378000,,MTCH
2015,8.493724197,5.827151726,0.13233191,2.965054844,928789000,-1022500000,MTCH
2014,6.919818088,0.623640705,0.166350696,,928789000,-1022500000,MTCH
2017,0.035879036,1.351202365,0.116428955,46.625,14600000,-7000000,MTX
2016,0.052473763,1.820665673,0.081440781,,5500000,-7000000,MTX
2015,0.064874884,2.243053267,0.060024477,,2500000,-7000000,MTX
2014,0.074675325,2.628736964,0.053565217,,3400000,-6900000,MTX
2017,0.163802045,3.261640422,0.030707003,0.027615205,2076000,-6633000,NAVG
2016,0.047506225,3.085966756,0.069585947,0.039687618,1840000,-3930000,NAVG
2015,0.0484844,3.181927988,0.076506399,0.045413257,1381000,-3930000,NAVG
2014,0.04122565,3.357554925,0.094117241,0.053226046,1220000,-3930000,NAVG
2017,-0.12527729,1.806162546,-0.213141292,,8300000,-68503000,NBR
2016,-0.049453164,1.51899662,-0.462215627,,967000,-50924000,NBR
2015,-0.186121956,1.224451807,-0.096437075,0.360634231,1296000,-69363000,NBR
2014,-0.088189378,1.414681808,-0.098565488,6.478959162,30263000,-59145000,NBR
2017,,7.05027212,0.252945306,0.129062016,4030000,,NCBS
2016,0.034286643,7.336604493,0.198501188,0.089690435,1900000,-633000,NCBS
2015,0.018550928,11.35396347,0.199469385,0.104731546,1721000,-212000,NCBS
2014,0.024525078,12.74960743,0.186426069,0.088709375,887000,-244000,NCBS
2017,23.48,-3.978193146,0.005867167,4.710365854,13500000,-58700000,NCMI
2016,2.676470588,-3.515354551,0.045576408,3.420650096,2900000,-54600000,NCMI
2015,4.628318584,-3.05995086,0.025307951,3.094754653,3900000,-52300000,NCMI
2014,3.858208955,-2.939980402,0.034010152,2.284074605,2900000,-51700000,NCMI
2017,,1.681501614,0.185119798,,,,NDAQ
2016,1.851851852,1.605893186,0.029149798,3.477192982,54000000,-200000000,NDAQ
2015,0.348130841,1.11463719,0.125771378,4.356481481,29000000,-149000000,NDAQ
2014,0.236714976,1.083549111,0.118285714,5.204819277,40000000,-98000000,NDAQ
2017,-1.367346939,0.842020926,-0.013336962,4.678362573,,-134000000,NEM
2016,-0.106858054,0.854118086,-0.093428699,5.47148289,,-67000000,NEM
2015,0.236363636,0.954889868,0.036154478,2.306413302,675000000,-52000000,NEM
2014,0.224409449,1.151158264,0.074497727,3.72972973,675000000,-114000000,NEM
2017,0.458689593,4.299649535,0.023888091,0.060455851,1259000,-48550000,NGHC
2016,0.199493659,3.60988568,0.048867761,0.067814506,10082000,-34356000,NGHC
2015,0.131105362,3.11234503,0.056637864,0.081049919,221095000,-18650000,NGHC
2014,0.047533816,3.23607586,0.054900552,0.089185638,190775000,-4860000,NGHC
2017,0.067254747,0.626171365,0.107563551,0.763716622,19240000,-9637000,NICE
2016,0.32673623,0.741428091,0.11513064,1.103920377,23525000,-38202000,NICE
2015,0.147737327,0.307009368,0.279253658,0.330596047,27532000,-38239000,NICE
2014,0.370041232,0.345703511,0.118205953,0.344765014,29526000,-38142000,NICE
2017,0.577703662,5.797102155,0.297569525,0.041607818,,-8141000,NKSH
2016,0.540155267,5.922030932,0.331705368,0.039356544,,-8071000,NKSH
2015,0.50085265,5.992568879,0.342646295,0.043790585,173000,-7930000,NKSH
2014,0.464289937,5.943536797,0.363554295,0.049438835,58000,-7853000,NKSH
2017,0.862110443,6.609955792,0.794311899,,1650148000,-1353172000,NLY
2016,0.851561214,6.626634896,0.822432244,,2362000,-1220931000,NLY
2015,2.591864642,5.762128816,0.510756343,,2246000,-1209250000,NLY
2014,-1.435706456,6.04260778,-4.798193732,-0.003566982,2370000,-1208984000,NLY
2017,-0.644578313,1.537117363,-0.064544001,0.609623241,1000000,-963000000,NOK
2016,-1.206266319,1.190703693,-0.032401337,0.109026205,6000000,-924000000,NOK
2015,0.205596107,0.9903837,0.19633758,0.525299795,4000000,-507000000,NOK
2014,0.12305026,1.439321798,0.294337698,0.471521036,4000000,-426000000,NOK
2017,0.453577675,6.879114325,0.146418313,,100000,-5965000,NRIM
2016,0.3727708,7.180445245,0.148612973,,100000,-5372000,NRIM
2015,0.287746724,7.46902025,0.178318593,,50000,-5117000,NRIM
2014,0.272863051,7.819404466,0.23501458,0.090766931,54000,-4750000,NRIM
2017,2.815789474,3.77261732,0.012857385,0.365578396,173000000,-214000000,NTAP
2016,0.408644401,2.414748201,0.092226853,0.281897927,140000000,-208000000,NTAP
2015,0.917030568,2.483859771,0.041291021,0.167545639,120000000,-210000000,NTAP
2014,0.371428571,1.753661394,0.091458435,0.208381839,157000000,-208000000,NTAP
2017,,12.09720535,0.33707124,0.034674064,,,NTB
2016,0.293034448,14.62246919,0.288006001,0.029307106,138519000,-33975000,NTB
2015,0.50781461,12.69344921,0.210479148,,640000,-39477000,NTB
2014,0.389361958,10.60682819,0.282441512,0.050403483,1198000,-42113000,NTB
2017,0.30422353,0.524393758,0.197921246,0.280886712,,-3257607000,NTES
2016,0.219411488,0.512395001,0.303951581,0.375643712,,-2546165000,NTES
2015,0.217957158,0.404712634,0.29536197,0.322970975,,-1467965000,NTES
2014,0.416894507,0.293406403,0.40610351,0.220550418,2917000,-1983010000,NTES
2017,,13.75311221,0.221901431,,,,NTRS
2016,0.345181598,12.84331263,0.207005092,0.030731492,233800000,-356400000,NTRS
2015,0.35777367,12.99008103,0.205200607,0.031684445,94000000,-348400000,NTRS
2014,0.373121458,12.59212942,0.187690743,0.02473404,127500000,-302900000,NTRS
2017,0.368033227,0.773136762,0.065112701,,11145000,-485321000,NUE
2016,0.604169937,0.884381902,0.0491279,1.798433735,15751000,-481083000,NUE
2015,5.939150686,0.866174295,0.004910435,0.773566029,424000,-479432000,NUE
2014,0.699392202,0.970194674,0.032188224,1.375148586,5614000,-475123000,NUE
2017,1.391899414,0.011449619,0.465869523,0.250674356,51040,-19365040,NVEC
2016,1.494033185,0.011818376,0.457134061,0.228332117,247110,-19346040,NVEC
2015,1.579431051,0.016012448,0.443489256,0.190722115,292909,-19414864,NVEC
2014,0.695973944,0.016262366,0.469798347,0.211529462,302701,-10000000,NVEC
2017,0.843177983,0.793495847,0.153645158,0.536690063,252000000,-6495000000,NVS
2016,0.964690107,0.738093329,0.135908962,0.570451694,214000000,-6475000000,NVS
2015,0.373559017,0.706512992,0.352928335,0.521706282,1581000000,-6643000000,NVS
2014,0.666993144,0.770751491,0.190364321,1.117504787,2400000000,-6810000000,NVS
2017,0.765266484,6.72682985,0.35597618,0.150836318,,-356768000,NYCB
2016,0.667762076,6.989325099,0.346731533,0.168212602,,-330810000,NYCB
2015,-9.627216049,7.4785802,-0.074397089,0.002560994,629682000,-453981000,NYCB
2014,0.911015107,7.398611336,0.356769737,0.098912005,60000,-442204000,NYCB
2017,,,0.002589607,,,,NYT
2016,0.890910967,1.581891097,0.018896897,0.24511897,761000,-25897000,NYT
2015,0.420564146,1.922265591,0.040482233,0.231561266,103026000,-26599000,NYT
2014,0.7463296,2.530709266,0.02116305,0.167463114,1120000,-24858000,NYT
2017,0.890787666,7.05839348,0.157503876,0.064208935,,-206212000,OAK
2016,0.727053748,6.725224437,0.172956422,0.05832165,,-141561000,OAK
2015,1.3892276,16.05219974,0.353379064,-0.016020038,237820000,-99120000,OAK
2014,1.044907074,17.96611729,0.651299163,-0.015870114,296650000,-131954000,OAK
2017,,14.41415309,-0.107122527,0.042219009,13913000,,OCN
2016,,10.72102647,-0.14400759,0.06066786,13913000,,OCN
2015,,7.66317661,-0.141874266,,13913000,,OCN
2014,-0.002475521,6.958931773,-0.222514298,,13913000,-1163000,OCN
2017,0.054406315,0.183448347,0.309523313,0.483877051,772000,-5652000,OLED
2016,0.117578531,0.187506859,0.241696248,0.337778236,624000,-5652000,OLED
2015,0.385066085,0.198488312,0.076829664,0.107526452,2388000,-5652000,OLED
2014,0.135040856,0.091600927,0.21909533,0.238161984,2215000,-5652000,OLED
2017,0.473355384,8.25842224,0.071260214,15.08937729,10700000,-515200000,OMC
2016,0.44001393,9.391396855,0.074502656,12.59498433,26800000,-505400000,OMC
2015,0.454063443,7.769287229,0.072279046,10.82356257,20100000,-496700000,OMC
2014,0.423913043,6.288210526,0.072073013,8.844858963,39300000,-468000000,OMC
2017,0.820915033,1.990989809,0.09603073,0.313531859,2402000000,-3140000000,ORCL
2016,0.281842528,1.499164501,0.247428965,0.299454144,2181000000,-2631000000,ORCL
2015,0.285473542,1.36162744,0.240262369,0.363041973,1425000000,-2541000000,ORCL
2014,0.226906822,1.270061443,0.259980118,0.436625313,1816000000,-2255000000,ORCL
2017,,3.099359855,0.092624725,,,,ORI
2016,0.415078175,3.157706414,0.079128887,0.057635557,8400000,-193800000,ORI
2015,0.45321014,3.406720264,0.073206264,0.059869012,12000000,-191300000,ORI
2014,0.459604589,3.329281346,0.074077422,0.057305479,5700000,-188300000,ORI
2017,0.601150175,1.089216976,0.086040236,,75935000,-145613000,OTEX
2016,0.117564415,1.117452704,0.44767939,,639816000,-120581000,OTEX
2015,0.348928033,1.604597767,0.155943775,13.49148858,20097000,-99262000,OTEX
2014,0.37396032,1.379514061,0.126532129,11.41926721,15240000,-87629000,OTEX
2017,0.126571398,0.311356429,0.148122983,1.450824055,2606000,-15314000,PAAS
2016,0.075995404,0.357471686,0.129179439,1.805593144,2399000,-7606000,PAAS
2015,-0.183997353,0.321009819,-0.335933054,-1.863239419,2399000,-41703000,PAAS
2014,-0.138842863,0.286570464,-0.725571919,-2.975774223,3000,-75751000,PAAS
2017,0.247722824,2.63160029,0.079127347,1.711175494,5699000,-16073000,PAHC
2016,0.244943125,3.12416891,0.084543512,,5541000,-15827000,PAHC
2015,0.189875254,5.717893457,0.110080024,,4017000,-15708000,PAHC
2014,0.258709356,15.65039827,0.080524612,,1334000,-15595000,PAHC
2017,0.792224483,2.686688071,0.276169067,3.561549101,,-739700000,PAYX
2016,0.810351156,2.49496241,0.259353283,2.091093117,28500000,-662300000,PAYX
2015,0.801400634,2.369147879,0.256377249,1.73280943,25600000,-606500000,PAYX
2014,0.817602608,2.622234668,0.246349832,1.37473904,48500000,-551800000,PAYX
2017,0.71767497,6.92878152,0.236382755,,61800000,-242000000,PBCT
2016,0.738434164,7.241598269,0.220064218,,87900000,-207500000,PBCT
2015,0.773548635,7.231190295,0.20798017,,27500000,-201200000,PBCT
2014,0.782280493,6.769549546,0.20948814,0.082451093,6000000,-196900000,PBCT
2017,0.316920848,2.231842626,0.019072104,,10532000,-131686000,PBF
2016,0.687812846,2.494386789,0.010729048,,275300000,-117486000,PBF
2015,0.728027814,2.43384587,0.011155272,,344000000,-106584000,PBF
2014,-2.317467375,2.849002596,-0.001928419,,344000000,-88613000,PBF
2017,,,0.394159639,,,,PBFX
2016,0.83416502,-17.94138692,0.432166974,,138731000,-67534000,PBFX
2015,0.68464955,-3.277646425,0.519683045,,138731000,-50560000,PBFX
2014,11.46642638,-4.901214381,0.504418969,,395034000,-343580000,PBFX
2017,0.493591211,1.374940313,0.036770153,,,-99199000,PDCO
2016,0.561228371,1.515655467,0.030554107,,,-95910000,PDCO
2015,0.483999701,1.442041802,0.034749271,,,-90597000,PDCO
2014,0.36620816,0.94518411,0.057087371,5.575740934,7300000,-81760000,PDCO
2017,0.281684581,0.944620807,0.039179997,0.618569897,,-9277000,PEGA
2016,0.33995405,0.949024827,0.035968576,,,-9174000,PEGA
2015,0.253124828,0.944372001,0.053203847,,,-9194000,PEGA
2014,0.206705759,0.994540303,0.056364025,,1001000,-6874000,PEGA
2017,0.920732963,6.231145315,0.076458087,0.966733687,462000000,-4472000000,PEP
2016,0.667878022,5.538947181,0.10078186,1.175619603,465000000,-4227000000,PEP
2015,0.741012472,4.776019224,0.086462827,1.915964778,504000000,-4040000000,PEP
2014,0.572700752,3.01291387,0.097671071,1.906078394,755000000,-3730000000,PEP
2017,0.359442463,1.404758231,0.405511361,0.577385051,862000000,-7659000000,PFE
2016,1.014137214,1.877940188,0.136585643,0.620679147,1019000000,-7317000000,PFE
2015,0.997126437,1.582573345,0.142474054,0.378011677,1263000000,-6940000000,PFE
2014,0.723481117,1.346166798,0.184154823,0.306732728,1002000000,-6609000000,PFE
2017,0.74974359,1.274734053,0.145888197,1.568775207,1177000000,-7310000000,PG
2016,0.472138849,1.19288272,0.235574411,1.513917526,2473000000,-7236000000,PG
2015,0.707651313,1.228229402,0.1609213,2.144405483,2672000000,-7436000000,PG
2014,1.035673678,1.083189332,0.099450169,2.726078799,2826000000,-7287000000,PG
2017,,3.113981992,0.059374779,0.084070586,,,PGR
2016,0.503394762,3.140176698,0.044027091,0.068557608,,-519000000,PGR
2015,0.318396971,3.026998107,0.060848986,0.097839741,200000,-403600000,PGR
2014,0.231303669,2.721906301,0.066108281,0.106693659,200000,-296300000,PGR
2017,0.344243642,1.61344884,0.074169482,2.376681631,3682000,-365174000,PH
2016,0.350862101,1.942843014,0.081751309,1.6638951,2202000,-345042000,PH
2015,0.423780427,1.629518792,0.07101994,0.756800784,126000,-341923000,PH
2014,0.336052325,1.405037178,0.079622434,1.010890217,3355000,-340132000,PH
2017,2.37995856,-2.620260899,0.020045676,,10638000,-79255000,PINC
2016,0.797302182,-2.508696931,0.07797285,,11651000,-90434000,PINC
2015,2.227783919,-1.950766118,0.035794095,4.355485477,5869000,-92707000,PINC
2014,2.380094469,-1.490744369,0.038472576,0.640172681,1508000,-92212000,PINC
2017,0.333762588,0.721675617,0.045999528,0.367856937,,-9.31233E+11,PKX
2016,0.56998555,0.800610066,0.025682362,0.243248274,,-7.77067E+11,PKX
2015,4.928368586,0.85699617,0.003104309,0.239545778,,-8.90295E+11,PKX
2014,1.180189535,0.976639508,0.00977022,0.328944724,43188000000,-7.46713E+11,PKX
2017,-23.01035673,2.050930674,-0.001014117,,23927000,-19996000,PLT
2016,0.241637308,1.661632946,0.093737233,0.423186128,15202000,-19959000,PLT
2015,0.307945374,1.98796411,0.079812628,0.402281516,15384000,-21061000,PLT
2014,0.229116393,0.204351956,0.129826245,0.683493227,23042000,-25730000,PLT
2017,,7.012459748,0.335976838,0.062515657,,,PNC
2016,0.325390725,7.658453574,0.26498744,0.060021938,151000000,-1270000000,PNC
2015,0.30613736,7.574603713,0.274281897,0.067143798,139000000,-1257000000,PNC
2014,0.294455067,7.363575914,0.277049397,0.081420139,252000000,-1232000000,PNC
2017,0.272271016,1.955371603,0.108082452,6.311926606,52000000,-434000000,PPG
2016,0.474226804,2.248550124,0.061177295,9.247787611,31000000,-414000000,PPG
2015,0.272403983,2.409592615,0.098729022,3.803883495,53000000,-383000000,PPG
2014,0.171741199,2.368725869,0.142113447,1.91957672,57000000,-361000000,PPG
2017,1.984045049,8.759075853,0.036284075,0.09345993,677000,-4228000,PROV
2016,0.791050509,8.363120955,0.077025488,0.13850163,942000,-4119000,PROV
2015,0.537061814,7.777611258,0.105112158,0.232371822,590000,-4014000,PROV
2014,0.413648883,7.322091301,0.130621327,0.780949909,380000,-4055000,PROV
2017,0.307669052,7.249341538,0.210126207,,1395000,-6106000,PUB
2016,0.217746717,6.290402902,0.275274283,,777000,-5141000,PUB
2015,0.257571123,6.430384704,0.255910443,0.076410336,35744000,-5052000,PUB
2014,0.07896679,7.671404741,0.217642077,0.073986331,769000,-1177000,PUB
2017,0.016806723,0.507716871,0.157347941,0.3894081,6000000,-14000000,PXD
2016,-0.023381295,0.581314879,-0.158449701,-0.408919936,2541000000,-13000000,PXD
2015,-0.043956044,0.810109943,-0.09485754,,6000000,-12000000,PXD
2014,0.012903226,0.736510896,0.215028902,,993000000,-12000000,PXD
2017,1.318734793,1.129903077,0.110627608,1.122268815,497000000,-3252000000,QCOM
2016,0.524101665,0.647964,0.242209391,0.249899116,668000000,-2990000000,QCOM
2015,0.546385885,0.616848604,0.208496499,0.309368101,787000000,-2880000000,QCOM
2014,0.324588929,0.240189946,0.300789066,0.345842836,1439000000,-2586000000,QCOM
2017,0.069854495,10.27316691,0.258597289,0.069163965,2055507,-2494260,QCRH
2016,0.071569915,10.54361112,0.234483786,0.07291222,31934690,-1981541,QCRH
2015,0.046199167,10.48013221,0.180488702,0.047569472,65036796,-782054,QCRH
2014,0.13138961,16.52487666,0.178974973,0.030781357,620641,-1964608,QCRH
2017,0.689788054,1.131723485,0.149016605,1.553490137,,-2148000000,QIWI
2016,1.87065481,0.987818328,0.13836689,2.309995394,,-4628000000,QIWI
2015,0.134759977,0.853632431,0.292769656,1.67666322,,-699000000,QIWI
2014,0.585390127,2.532816951,0.341350727,1.017977844,3044000000,-2941000000,QIWI
2017,0.224106404,4.311368756,0.156690148,22.63534597,,-119985000,RACE
2016,0.217937015,10.83031739,0.128422291,23.03187823,1384000,-86905000,RACE
2015,0.301946382,-155.0293357,0.100833494,107.2664314,1384000,-86905000,RACE
2014,0.332496719,0.875890117,0.094618732,,1384000,-86905000,RACE
2017,0.200485741,5.377119347,0.343026068,0.54463992,62506000,-5118000,RBB
2016,0.133864458,6.685387009,0.315490955,0.676671863,595000,-2554000,RBB
2015,0.240037,5.251850041,0.308491665,0.589820437,491000,-3114000,RBB
2014,0.298619102,5.092149677,0.276773628,0.521617101,1712000,-3114000,RBB
2017,0.440656914,7.028101073,0.184936576,0.044267898,24032000,-3193000,RBNC
2016,0.166629364,7.529671995,0.220729177,0.070842161,4772000,-1489000,RBNC
2015,0.267085202,8.05834565,0.139997991,0.06985701,1820000,-1489000,RBNC
2014,0.200975359,9.334842357,0.179588826,0.07189922,1820000,-783000,RBNC
2017,0.017788716,0.966935419,0.099119947,0.168834727,7132000,-2154000,RDN
2016,0.006828806,1.041291849,0.248901855,0.178612939,717000,-2105000,RDN
2015,0.006956546,1.259613902,0.240455293,0.206367905,1285000,-1996000,RDN
2014,0.001943686,2.262823191,0.894500249,0.250393969,247188000,-1865000,RDN
2017,0.441910749,1.818871791,0.070657921,0.025894329,,-207242000,RE
2016,0.196100945,1.640304451,0.171472492,0.067774406,10751000,-195384000,RE
2015,0.179069998,1.700294207,0.174720771,0.065154974,13597000,-175107000,RE
2014,0.121679748,1.737343111,0.21115816,0.083851169,17839000,-145913000,RE
2017,0.797488226,0.230416996,0.023417396,,97000,-3048000,RELL
2016,-0.4375,0.189961232,-0.050616635,-0.527915913,30000,-3031000,RELL
2015,-0.455069465,0.186730192,-0.047642519,-0.675176319,142000,-3079000,RELL
2014,-0.586436409,0.18092332,-0.040589382,-0.229590534,324000,-3260000,RELL
2017,,5.323694725,0.145590814,0.03342335,,,RGA
2016,0.143092169,6.485868484,0.060881164,0.036441582,15321000,-100371000,RGA
2015,0.185956437,7.211902733,0.048200943,0.029489385,11151000,-93381000,RGA
2014,0.127558486,5.357884983,0.062732468,0.042522391,9246000,-87256000,RGA
2017,-0.566743861,0.257233131,-0.247680472,,,-64118000,RGLD
2016,0.604707968,0.340075952,0.231247181,,,-61396000,RGLD
2015,-0.761124577,0.351654721,-0.216825177,,,-58720000,RGLD
2014,1.078687578,0.213020829,0.190646176,0.041741611,775000,-56054000,RGLD
2017,0.14166364,1.240415835,0.056999503,,,-1170000,RICK
2016,0.076840792,1.157524358,0.08318256,,500000,-862000,RICK
2015,0.093553288,1.127953157,0.068025604,,87000,-862000,RICK
2014,0.076690391,1.141029477,0.092562092,,3126000,-862000,RICK
2017,0.199929271,5.229596183,0.099753515,0.204016341,57462000,-127202000,RJF
2016,0.214291112,5.374505878,0.098400259,0.152147266,43331000,-113435000,RJF
2015,0.205406859,4.794733605,0.097321932,0.204986143,47964000,-103143000,RJF
2014,0.18345105,4.562018682,0.099181555,0.210679357,33633000,-88102000,RJF
2017,0.997542998,0.776855441,0.026333242,0.844959267,100000,-162400000,RL
2016,-1.659617321,0.712934901,-0.014926046,0.960203937,5000000,-164800000,RL
2015,0.429616549,0.659703486,0.053529952,0.97377451,33200000,-170300000,RL
2014,0.22529194,0.5692624,0.092148603,1.614110429,52500000,-158200000,RL
2017,0.473174276,1.688729539,0.130828831,0.75115307,181900000,-390700000,ROK
2016,0.51829519,2.568262901,0.124109193,1.099100076,36200000,-378200000,ROK
2015,0.423030449,1.837956398,0.131200558,1.594527705,60300000,-350100000,ROK
2014,0.38763909,1.341635002,0.124828263,,108500000,-320500000,ROK
2017,0.495828522,2.231018051,0.063470999,3.331165973,,-167476000,RPM
2016,0.862113154,2.542892677,0.036671356,3.265458967,,-156752000,RPM
2015,0.40693495,2.470403364,0.073691497,3.752183673,18540000,-144350000,RPM
2014,0.568635065,2.633418048,0.052123494,3.157364341,8560000,-136179000,RPM
2017,0.449604743,2.046070461,0.079848509,,,-910000000,RTN
2016,0.378787879,1.932854189,0.0930194,,,-850000000,RTN
2015,0.377725118,1.836097946,0.090476395,,,-797000000,RTN
2014,0.327540107,1.889238845,0.098308946,1.979452055,2000000,-735000000,RTN
2017,0.208943566,8.850514538,0.19102863,0.084852414,245000,-2140000,RVSB
2016,0.242976769,9.191427596,0.170799788,0.056725072,11000,-1799000,RVSB
2015,0.198332809,7.508390827,0.160026176,0.064975589,62000,-1261000,RVSB
2014,0.28078379,7.267877959,0.120128394,0.057376311,48000,-1261000,RVSB
2017,0.464560728,16.88656995,0.289177358,0.045489739,4743000000,-5309000000,RY
2016,0.48024988,17.24070042,0.279336358,0.0476733,5452000000,-4997000000,RY
2015,0.459848866,17.70901697,0.290162257,0.052381008,6277000000,-4564000000,RY
2014,0.472615039,18.22579451,0.271282426,0.064474452,5607000000,-4211000000,RY
2017,,1.766184072,0.202796812,,,,RYAAY
2016,,1.710761926,0.197945185,,,,RYAAY
2015,0.25521134,2.118966859,0.238547691,,800000,-397900000,RYAAY
2014,0.459097727,2.019850809,0.153289706,0.26230003,14400000,-397900000,RYAAY
2017,0.37307118,0.664745776,0.171262947,5.63363029,,-1499000000,SAP
2016,0.377948437,0.67788899,0.165261536,4.351602024,27000000,-1378000000,SAP
2015,0.429503916,0.777710921,0.147357284,5.045548654,64000000,-1316000000,SAP
2014,0.36402439,0.976050054,0.186788155,6.94606414,51000000,-1194000000,SAP
2017,-0.14544338,1.268382538,-0.572031723,,,-12316000,SB
2016,-0.251027409,1.028957622,-0.509838574,-0.951191264,16494000,-14049000,SB
2015,-0.365822626,1.065307732,-0.376571864,-5.466983938,16494000,-17539000,SB
2014,1.770876042,0.680444211,0.094968007,,16494000,-25915000,SB
2017,0.2113864,9.397619781,0.159024227,0.109142758,28027000,-1203000,SBBX
2016,0.136157885,13.12851245,0.178529868,0.08836724,4000,-752000,SBBX
2015,0.201621622,11.68984631,0.142895763,0.059702479,4000,-746000,SBBX
2014,0.161538462,10.63237619,0.115916184,0.052733265,4000,-420000,SBBX
2017,,7.61656589,0.307250181,0.030016467,,,SBSI
2016,0.526109952,9.735184478,0.291667652,,78962000,-25963000,SBSI
