,52WeekChange,debtEquityRatio,earningsGrowth,earningsQuarterlyGrowth,grossMargins,grossProfits,pegRatio,profitMargins,returnOnAssets,returnOnEquity,revenueGrowth,score,sector
VSH,-0.091688722,0.157587265,0.1903474,0.232701567,-1.233744262,-0.119274428,-0.111912014,-0.023665697,0.342741694,0.114335323,0.04020271,0.031062046,Technology
GKOS,0.30944665,0.107931761,-0.259239748,-0.256282599,0.831099216,-0.510189478,-0.363005258,0.271563481,0.269252485,0.264920722,-0.222167622,0.027704259,Healthcare
CSCO,0.118837757,-0.239374871,0.122121672,0.067044419,0.30383413,0.046450844,-0.111072793,-0.087710384,0.280883615,0.082257019,-0.5129824,0.026141564,Technology
PSX,0.194617222,0.182460338,0.020176923,-0.05058555,-1.349151881,0.798623307,0.069940141,-0.00025637,0.204425706,0.171172492,0.115945886,0.026113184,Energy
DDD,0.430771633,-0.106146378,-0.271752907,-0.287312413,-0.429141545,-0.121467182,-0.089056632,-0.552785507,-0.616868178,-0.043109921,-0.298846228,0.018458503,Technology
IMMU,0.584212067,0.115017587,-0.259239748,-0.256282599,-0.580653695,-0.534587553,-0.149893925,0.328515861,-0.446468695,-1.096617478,-0.32643559,0.011137689,Healthcare
ARNA,0.256349509,0.107778513,-0.259239748,-0.256282599,-4.932208221,-0.529614813,-0.115881144,0.328515861,-0.208482211,-0.003175376,0.026525573,0.010579322,Healthcare
BCEI,-0.159066721,0.028517543,-0.469998043,-0.497477601,1.128977954,-0.403854353,0.06858842,0.052768577,-0.119382226,0.087758448,0.754996469,0.009608581,Energy
FDC,0.503225233,0.684077862,0.408887586,0.420658082,1.654933766,0.251762403,0.103095046,0.747450109,-0.792595916,0.108641884,-0.096203771,0.009578713,Industrials
EL,0.508510673,0.182093135,-0.410288921,-0.428314954,2.211455987,0.095441552,0.135161464,-0.123296972,0.658910109,-0.190569213,0.247589138,0.009518764,Consumer Defensive
NVTA,0.053931726,0.115908938,-0.259239748,-0.256282599,0.015935394,-0.522611124,-0.1966615,-1.709447002,-1.253072064,-0.843491743,0.143474781,0.00630644,Healthcare
AZO,0.185825251,-0.384403134,-0.17106467,-0.194799666,0.805753025,0.069506305,-0.104968852,0.659915818,1.054753275,0.027538373,-0.493165124,0.003655815,Consumer Cyclical
BMA,-2.28179053,-0.513182549,-0.062601981,-0.010280428,-0.931465748,0.630484783,-0.167385049,0.588887638,0.316050101,0.772036704,1.674449395,0.003541494,Financial Services
GPRE,-0.21944242,-0.108560377,-0.242668951,-0.273906843,-1.636635536,-0.26935659,-0.558855625,-0.259411534,-0.788104336,-0.31584674,-0.197592077,0.002570851,Basic Materials
EDIT,0.139637078,0.115585632,-0.259239748,-0.256282599,-0.580653695,-0.531660184,-0.149893925,0.328515861,-0.473698921,-0.251021422,0.091340797,0.002015473,Healthcare
PVH,-0.360252246,-0.384403134,-0.085801665,-0.088901959,0.939510004,0.006066996,-0.107675875,0.20573062,-0.273729058,0.091120953,-0.044373164,0.000550645,Consumer Cyclical
SN,-0.938296945,-0.880528038,-0.296609193,-0.319695954,0.650483405,-0.382779852,-0.005756203,-0.40835956,-0.694225926,0.078588609,0.345141243,-0.001160218,Energy
VMC,-0.212396331,-0.147726479,-0.20150981,-0.223705635,-0.440834434,-0.204986216,-0.208530928,0.56910053,-0.094918846,-0.027988221,0.045037038,-0.004203899,Basic Materials
TOL,-0.668418634,-0.040472556,-0.06429388,-0.11943451,-1.030333888,-0.266151979,-0.124750945,0.3954754,-0.227896549,0.095630281,0.545929775,-0.007186413,Consumer Cyclical
PDCE,0.050472407,0.117979859,-0.296609193,-0.319695954,1.367340834,-0.364043671,0.102381431,-1.265046808,-2.766540171,0.021665211,0.444908634,-0.007196481,Energy
CVGW,1.114816376,0.134640617,-0.143139218,-0.117020091,-1.443703202,-0.467619546,0.119961645,-0.539954448,0.377373108,-0.236060247,-0.742767414,-0.008564173,Consumer Defensive
BLK,0.06580366,-0.291019912,-0.098840451,-0.102821528,0.45786436,-0.349280315,0.213737832,0.855733474,-0.353298547,0.170941899,-0.070168646,-0.008641119,Financial Services
FIZZ,-0.276326958,0.134640617,0.021025293,0.060384509,0.126866695,-0.453122151,-0.035544191,0.563274391,4.154794251,-0.045753883,0.328055608,-0.008780828,Consumer Defensive
WIX,0.481810201,1.419723217,-0.271752907,-0.287312413,1.186708312,-0.121181649,-0.113126206,-0.455097592,-0.690061523,-0.812107323,1.061810694,-0.011576341,Technology
NFX,-0.320813548,0.33411327,-0.258369922,-0.27956381,0.986482775,-0.334617451,0.041554012,0.37488627,0.818194053,0.179312345,0.919477843,-0.01179097,Energy
ARRY,0.155564023,0.121073834,-0.259239748,-0.256282599,0.007205459,-0.521023118,-0.264155612,-2.259296646,-0.4708265,-0.804051033,-0.077742395,-0.012778781,Healthcare
GNW,0.772206327,-0.024091706,-0.219884411,-0.203340308,-0.646492433,-0.611065896,0.052493536,-0.308291876,-0.5798793,-0.477578103,-0.563212875,-0.013097596,Financial Services
DVMT,-0.17485575,-0.239374871,-0.271752907,-0.287312413,-1.311606214,-0.01138228,-0.112876226,-0.25043133,-0.334701424,-0.105783369,0.05358622,-0.013590447,Technology
ABEO,-0.245484929,0.106525702,-0.259239748,-0.256282599,-2.369197302,-0.524394051,-0.149893925,0.328515861,-0.261257456,0.065581018,0.418704643,-0.01421727,Healthcare
GERN,0.871463538,0.106690371,-0.259239748,-0.256282599,-0.580653695,-0.52524291,0.371989687,0.328515861,-0.09216984,0.1319147,-0.186941957,-0.017799408,Healthcare
GPS,-0.109433054,-0.384403134,-0.192188387,-0.198664546,-0.036139362,-0.361289851,-0.112673457,0.0367548,0.585993767,0.167435756,-0.254618046,-0.019720965,Consumer Cyclical
HRL,0.388072807,0.134640617,-0.075841965,-0.048959207,-0.902286612,-0.368628413,0.054485504,0.074191736,0.341892705,-0.219185479,-0.185691853,-0.020862377,Consumer Defensive
MMC,-0.081279083,-0.804200531,-0.16982302,-0.165366547,0.18243623,-0.381076318,0.407963916,-0.240910358,1.072327145,0.447411865,-0.228770286,-0.027878591,Financial Services
HOLX,-0.267846783,0.132221672,0.491637605,0.441522257,0.451648909,-0.322073691,-0.048918481,0.288319934,0.546188479,0.275636229,-0.227568891,-0.029027087,Healthcare
EPR,-0.294941389,-0.539324313,-0.265719433,-0.293304535,0.998218342,-0.497233618,-0.239926163,0.269839659,0.664772662,-0.290446034,-0.307853611,-0.029754653,Real Estate
SYF,-0.239356605,-0.168909132,-0.011046221,-0.055912763,-0.931465748,-0.338968098,-0.097756831,0.49217094,-0.228575196,0.084061034,-0.121886572,-0.035207812,Financial Services
OLN,-0.133197172,-0.074461772,-0.242668951,-0.273906843,-1.147679333,-0.228644111,-0.299288621,0.201963222,-0.183605772,0.505633378,-0.107200838,-0.036438856,Basic Materials
CBOE,-0.313198737,-0.965420073,-0.119761629,-0.114309388,0.147806239,-0.6137525,0.323677125,0.06722059,0.608961,0.168584721,-0.318414691,-0.036544037,Financial Services
DFS,0.59027275,0.299430134,-0.065964314,-0.112713852,1.477169821,-0.342043672,0.030505678,0.502743512,-0.233677515,0.374505975,-0.304623244,-0.036750206,Financial Services
TITN,0.745547887,-0.129734549,-0.379267518,-0.378552085,-1.027431748,-0.803471182,0.10181616,-0.770556652,-1.326034642,-0.594852883,-0.507589914,-0.037797052,Industrials
ALL,0.028859712,-0.403210773,-0.123123961,-0.130902965,-0.314069685,-0.242765968,0.059822822,-0.314322724,-0.180953553,0.093714469,-0.363236894,-0.038037731,Financial Services
PTCT,0.432115762,0.118549779,-0.259239748,-0.256282599,0.166661397,-0.516998246,0.037707821,-0.079507033,0.114794891,0.058139193,-0.131050569,-0.038144052,Healthcare
ALRM,-0.29443335,-0.09956784,-0.214420363,-0.232508545,0.52977446,-0.121923148,-0.10994788,0.289046324,0.510989192,0.234170474,0.182960157,-0.038792612,Technology
STM,-0.417837917,-0.025051432,0.133014855,0.166065045,-0.79023655,-0.106113737,-0.113608312,0.103395799,0.456822971,0.169121983,0.026819199,-0.039781373,Technology
MNST,-0.052827137,0.141870975,0.009809084,0.019101678,1.268370658,-0.36157724,0.065008455,1.502150252,1.588141873,-0.190368322,0.129984297,-0.039971062,Consumer Defensive
SEAS,1.726442586,1.636673054,-0.237508362,-0.235767393,0.051602435,-0.325780666,-0.382334615,-0.49631609,-0.334222685,0.016815199,-0.359740488,-0.041714901,Consumer Cyclical
ROYT,0.649838161,-0.017594436,-0.283675322,-0.306756151,2.152129514,-0.412789194,-0.017921686,2.57255698,-0.11233066,0.091456024,-0.531193945,-0.043171661,Energy
FTV,-0.185410782,-0.239374871,-0.145047984,-0.144697801,-0.22700096,-0.104838987,-0.110715678,0.550917933,0.463947864,0.344194755,-0.156088781,-0.045485666,Technology
MZOR,-0.261736139,0.107865878,-0.259239748,-0.256282599,0.386786306,-0.520213759,-0.754683692,0.117071591,0.158838101,0.218290028,-0.266317122,-0.046825065,Healthcare
YUM,-0.323890555,-0.844006959,0.020585056,-0.020107098,0.422679529,-0.159162524,-0.092891364,2.088695139,2.058445584,0.027538373,-0.780230252,-0.048879143,Consumer Cyclical
UTX,0.079223118,0.0370259,0.036484299,0.022475081,-0.539569046,2.67331394,0.107106099,-0.138060168,-0.12301764,-0.234286207,-0.119983317,-0.049469299,Industrials
DKS,0.088497257,-0.384403134,-0.17413721,-0.211805138,-0.578469433,-0.17446956,-0.066029364,-0.109630183,0.077873644,0.112292216,-0.517424149,-0.050877201,Consumer Cyclical
IP,-0.645974759,0.748139466,1.324878582,1.334146795,-0.498087748,0.123350384,-0.119128666,0.742627378,-0.316919962,0.253265355,-0.218229509,-0.056112162,Consumer Cyclical
MPLX,-0.363243713,0.281054051,-0.090979389,0.225088523,0.318584358,-0.274641844,0.303787773,0.565257602,0.714394938,0.131106782,0.86824594,-0.056939662,Energy
HIG,-0.512518379,-0.478793999,-0.200831195,-0.184512981,-0.107045305,-0.414952856,-0.053781113,-1.127964043,-0.516950701,-0.634390309,0.009132174,-0.057214095,Financial Services
PX,0.349591473,-0.079977064,-0.222028674,-0.246135962,0.785682075,0.141614163,0.027439076,0.334522821,0.741185182,0.408490057,-0.354587387,-0.0581622,Basic Materials
SGMO,-0.025600583,0.114432704,-0.259239748,-0.256282599,-1.457188147,-0.527496024,-0.078148215,-1.3935846,0.018397765,0.115624349,0.141830916,-0.059764635,Healthcare
ICE,0.173189313,-0.48070276,-0.163471948,-0.157069758,1.587079014,-0.44941737,0.404299273,1.31102409,-0.30907845,0.066662399,-0.270144627,-0.061341258,Financial Services
PANW,0.312091168,0.962793087,-0.271752907,-0.287312413,0.754076688,-0.116022909,-0.11053712,-0.438612015,-0.40174134,-0.159718211,0.62015484,-0.063920955,Technology
LOGI,0.035437905,-0.021409153,-0.245953262,-0.263024335,-0.880157762,-0.118060737,-0.11100137,0.217292578,0.439658083,0.290099572,-0.115938249,-0.064681028,Technology
TRN,0.191363723,-0.046353892,-0.080753772,-0.137746174,-0.649663513,-0.648875949,0.107861805,0.7233571,-0.823249922,-0.25518512,-0.243636955,-0.064844973,Industrials
ABBV,-0.065940371,-0.162614659,-0.214281755,-0.228277053,0.660808367,1.701850641,-0.109503748,0.668208938,0.791489964,4.553581256,-0.18764647,-0.065250063,Healthcare
EW,-0.07894382,0.116921404,0.162734395,0.147464023,0.624191592,-0.259761234,-0.037226587,0.630115718,0.809375334,0.488296509,-0.204319952,-0.066741398,Healthcare
UBNT,0.143510963,0.370531558,-0.111795108,-0.190782872,-0.535171834,-0.120705481,-0.111429909,0.666593707,1.400806326,0.509025705,0.026819199,-0.066855532,Technology
ON,-0.23806447,-0.239374871,0.067082429,0.119979974,-0.796106998,-0.111788182,-0.112929793,0.562264122,0.289061188,0.44016911,-0.383608463,-0.067428613,Technology
SPWR,-1.155490682,-0.239374871,-0.271752907,-0.287312413,-2.359032543,-0.123199121,-0.114054706,-2.219647321,-0.572174922,-2.371487664,0.869980373,-0.067944546,Technology
MSFT,0.226152872,0.340751716,-0.209833759,-0.22503529,0.45609921,0.2768002,-0.110394274,0.497072956,0.443463488,0.275117661,0.004513348,-0.06984166,Technology
AEP,0.13106764,0.23994698,-0.152041168,-0.204095655,-0.004772272,-0.085263866,0.190295768,0.278989269,0.049719414,0.454169185,0.240561523,-0.070218251,Utilities
GWRE,-0.122643191,-0.239374871,-0.271752907,-0.287312413,0.02692609,-0.121367835,-0.102305611,-0.603823588,-0.308468425,0.009361806,-0.160549951,-0.071088522,Technology
O,-0.230810797,-0.593639219,-0.26316388,-0.287453568,1.016664588,0.088811498,0.019621757,-0.231979633,-0.194898659,-0.555408649,-0.294272742,-0.071409986,Real Estate
PAH,0.137390314,-0.041548041,-0.242668951,-0.273906843,0.628110348,-0.153681871,-0.17222785,-0.580330036,-0.391357582,-0.951087859,-0.326042785,-0.072515177,Basic Materials
COP,0.506686225,0.16580652,-0.296609193,-0.319695954,-0.063921741,0.397283773,0.028036808,0.253060117,0.790551912,0.133670628,-0.237284605,-0.073683634,Energy
AJRD,0.031148981,-0.129734549,0.020721197,0.031007574,-1.283967099,-0.793230899,0.103501965,-0.716746568,-0.608672304,-0.467130676,-0.300707865,-0.074201701,Industrials
CENX,-0.955100296,-0.151293522,-0.017204278,-0.009625713,-1.570751514,-0.280893515,-0.337406853,-0.093871711,-0.259040705,-0.223703442,0.259121552,-0.074827549,Basic Materials
ALNY,-0.001852544,0.107264996,-0.259239748,-0.256282599,1.051109902,-0.515183161,-0.169557564,0.328515861,-0.539840283,-0.059271146,-0.0267826,-0.075194108,Healthcare
SU,0.008658866,0.129129982,-0.058738435,-0.08827976,0.634284537,0.902536845,0.267291322,0.205891283,0.539516146,0.114904877,0.215713277,-0.076929199,Energy
PAYX,0.297587619,0.076631989,-0.215725334,-0.217382775,2.011245891,-0.33048024,0.112686694,1.345973428,1.679254091,0.372672706,-0.124739226,-0.077398542,Industrials
CORT,-0.36402341,0.107582269,0.056254938,0.085229477,1.017413984,-0.508385767,-0.235988778,1.443357815,1.390937091,1.13009811,-0.056137321,-0.078499761,Healthcare
DDS,-0.034638455,-0.384403134,-0.237508362,-0.235767393,-0.253639452,-0.194442262,-0.106218247,-0.107535065,-0.196725134,0.10242867,-0.456776587,-0.079434008,Consumer Cyclical
FFIV,0.351951053,0.039342872,-0.094595345,-0.127260206,1.273899034,-0.113514755,-0.110108582,0.748191383,0.964803946,0.450621346,-0.566516443,-0.079465008,Technology
MLM,-0.147602057,-0.146744689,-0.20648776,-0.227672904,-0.387066282,-0.20747779,-0.074209541,0.758620575,0.107939849,0.088726623,-0.107200838,-0.080112142,Basic Materials
AKAM,0.34210872,-0.068608041,-0.408777687,-0.437400281,0.434938623,-0.114121958,-0.111751312,0.179854106,0.136359176,0.134949215,-0.356841441,-0.081050352,Technology
CNC,0.213680651,0.129501303,-0.226112806,-0.115476937,-0.274877515,0.298217558,-0.089840108,0.364522677,0.545958688,0.408381746,-0.202910925,-0.085001425,Healthcare
AXP,0.411552491,0.138028537,-0.106685893,-0.118138675,0.817839888,0.309977911,0.206408546,-0.258481675,-0.315692567,0.103367905,-0.218426701,-0.085999062,Financial Services
TIS,-2.041653189,0.134640617,-0.225731302,-0.218553541,-1.748525435,-0.47316595,-1.557864483,-0.871216588,-1.646606501,-0.31871595,0.581834474,-0.08744205,Consumer Defensive
ALB,-0.537831288,-0.145486104,-0.003848805,0.020128802,0.348136241,-0.195460849,-0.114142926,0.247078746,0.290206857,-0.214274826,0.016492437,-0.088519542,Basic Materials
SNA,0.185863615,-0.076087208,-0.182228742,-0.221174994,0.917980866,-0.401127178,0.103676358,0.369867493,1.756189484,-0.158082221,-0.250770819,-0.091575032,Industrials
CAKE,-0.03960859,-0.384403134,-0.321235096,-0.335094804,0.160033677,-0.288971426,-0.091017271,0.088403976,0.011832565,0.13615533,-0.392085854,-0.092503045,Consumer Cyclical
TECK,-0.298647085,-0.150791059,-0.230406198,-0.259716228,0.558689966,0.110884084,-0.520737394,0.943553757,0.598878278,-0.006845263,-0.425948891,-0.09449124,Basic Materials
RTN,-0.190140966,-0.129734549,0.086729187,0.045228395,-0.627152184,0.530342132,0.099490912,-0.050884794,0.386679394,-0.146944245,-0.210345591,-0.094504578,Industrials
AAPL,-0.035786772,0.315838804,-0.041849404,-0.087402847,-0.771669932,0.366665943,-0.111537043,0.772583672,0.736236724,0.534940925,-0.004408993,-0.095448977,Technology
UAL,0.59550385,0.190809649,-0.449216284,-0.53687723,-0.168542485,1.974332076,0.098212026,-0.356188589,-0.223394134,-0.104761673,-0.15803059,-0.1002549,Industrials
FOLD,-0.320406996,0.112362349,-0.259239748,-0.256282599,0.790729385,-0.521306658,-0.153082624,0.328515861,-0.201090612,-0.311710793,0.231538943,-0.102462508,Healthcare
FITB,0.012808077,0.21549769,0.089823746,0.005994041,-0.931465748,-0.36018051,0.470262849,0.765494264,-0.303409188,0.16201814,0.271169667,-0.10398635,Financial Services
UNH,-0.020211216,0.135243182,-0.035238521,-0.039239617,-0.193011935,4.336739,-0.077085315,0.418997448,0.637223843,0.51445137,-0.204319952,-0.105975852,Healthcare
MT,0.21019774,-0.137665307,-0.192646633,-0.21119348,-1.274600988,0.405126764,0.506639699,0.069287496,-0.019076198,-0.026321546,0.026007304,-0.108471994,Basic Materials
KMX,-0.331447266,-0.384403134,-0.169528399,-0.186683419,-1.385357769,-0.154881223,-0.10725941,-0.112909498,-0.316523676,0.131415127,-0.32335195,-0.110888357,Consumer Cyclical
SBUX,-0.602159341,-0.384403134,-0.123056221,-0.145715693,-0.534946373,0.153245413,-0.099763038,1.261487902,1.139417805,0.481654691,-0.092891214,-0.111313535,Consumer Cyclical
BIDU,-0.751998761,-0.007948129,0.073962335,-0.007065358,0.148929391,0.143054157,-0.018026389,0.964401581,0.13247278,0.251276898,0.312334094,-0.113242605,Technology
MGA,-0.260373172,-0.004451004,-0.149556885,-0.180886099,-1.458958938,0.065631886,-0.117462805,0.055884138,0.094383966,0.131115488,-0.052459506,-0.113491918,Consumer Cyclical
ANTM,-0.022177849,0.127956435,-0.054956938,-0.075802413,-0.237820163,1.317428484,-0.091434458,0.406674609,0.555265201,0.438244494,-0.227334053,-0.113663606,Healthcare
ECL,0.1847603,-0.116521365,-0.218386272,-0.244610089,0.945545596,0.271777375,0.003842076,0.285633151,0.384398431,0.331013496,-0.421191457,-0.114046047,Basic Materials
WM,0.0867216,0.072734236,0.034513912,-0.020187384,0.14192614,0.352403459,0.105187769,0.382483981,0.637019948,0.187802557,-0.300707865,-0.119131453,Industrials
YUMC,-0.454869427,-0.228282002,-0.175673481,-0.180113123,-1.054848274,-0.267769372,-0.100179503,0.142330528,-0.855154712,0.027538373,-0.060545847,-0.12087575,Consumer Cyclical
OXY,0.034071813,0.149263548,-0.171581773,-0.193485987,0.607312953,0.044985067,0.040202292,0.314405201,0.295814064,0.118191199,-0.037749823,-0.121575208,Energy
AFL,0.05194819,-0.306016158,-0.125365516,-0.131222072,-0.082036106,-0.334083364,0.243054977,0.160586788,-0.292448689,0.398134387,-0.359789032,-0.123415059,Financial Services
JPM,0.533237817,0.481907021,-0.104444338,-0.126116356,-0.931465748,3.578679341,0.24671962,0.392252689,-0.47537625,-0.194317142,-0.077064369,-0.12563251,Financial Services
ESRX,0.035321668,0.131211367,-0.155915238,-0.183157006,-0.436601605,0.381573137,-0.100469103,0.404278495,0.621827891,0.532929985,-0.229917268,-0.127084368,Healthcare
FDX,-0.036632722,-0.129734549,-0.272866579,-0.279006334,-0.493256677,3.065747993,0.101118586,-0.222119422,0.250840342,-0.055754599,-0.10095968,-0.127281006,Industrials
AMAT,-0.76498642,-0.239374871,-0.056182541,-0.120409722,-0.444022217,-0.086878613,-0.113161918,0.688969814,1.082285798,0.521181608,0.084814412,-0.127939253,Technology
MPC,0.325636254,0.304490204,-0.026497481,-0.097656429,-1.390272512,0.114570026,0.045609173,-0.01270459,0.894350886,0.162973355,-0.334355579,-0.128438728,Energy
IEP,0.868823462,0.148085593,-1.188111694,-1.137943951,-0.870790419,-0.08231305,0.094898548,-0.273345405,-0.701235078,-0.234002715,0.172505097,-0.129922425,Industrials
HALO,0.031758738,0.117831562,-0.259239748,-0.256282599,0.166481871,-0.510539611,-0.171151914,0.717826312,0.897308544,0.724584717,-0.222637298,-0.132265985,Healthcare
ETN,-0.013408375,-0.060057208,-0.173361997,-0.206006117,-0.170066689,0.613145276,0.104490195,0.37222366,-0.075834546,-0.184914618,-0.177054227,-0.136085862,Industrials
CVE,-0.148634078,0.140696832,-0.296609193,-0.319695954,-0.939071256,-0.193724478,0.088864227,-0.272069157,-1.335354294,0.04364689,0.261552348,-0.137750661,Energy
HZNP,0.108823728,0.156514255,-0.259239748,-0.256282599,0.394814583,-0.459427161,-0.114286795,-0.128276787,0.391539393,0.025115649,-0.221932784,-0.138192088,Healthcare
CNDT,0.549936055,-0.046425942,-0.379267518,-0.378552085,-1.014182893,-0.620753711,0.117569714,-0.553112219,-1.113260227,-0.490824188,-0.514723778,-0.138399671,Industrials
QCOM,-0.145717822,-0.239374871,-0.034396174,-0.03322175,0.123400166,-0.051307798,-0.11192987,-0.824105684,0.174656128,-0.07470719,-0.588822294,-0.139210516,Technology
GS,-0.014630285,0.728300282,-0.008057481,-0.056550978,1.323614122,0.636395764,-0.134403262,-0.069962329,-0.567784915,-0.444632947,0.19876457,-0.139273406,Financial Services
KTWO,-0.153106986,0.116445328,-0.259239748,-0.256282599,0.482864612,-0.506965486,-0.314111885,0.092295528,0.153859296,0.16393097,-0.20455479,-0.139744989,Healthcare
FIS,0.012356771,-0.0316958,0.136974075,0.119176667,-0.179622279,-0.202994228,0.103850752,0.481667973,-0.405214195,-0.286432205,-0.50045605,-0.141093385,Industrials
CCL,-0.737356976,-0.384403134,-0.045474569,-0.050253161,0.148674881,0.187598802,-0.109133503,0.944578533,-0.169648318,0.086758979,-0.137366093,-0.142220333,Consumer Cyclical
TEVA,0.061715525,0.152658371,-0.259239748,-0.256282599,0.168440069,0.601817582,-0.19506715,-0.455549225,0.478285347,-0.058515676,-0.274536444,-0.143217296,Healthcare
GWPH,0.018117407,0.107928606,-0.259239748,-0.256282599,0.494058445,-0.523994903,-0.129698836,0.328515861,-0.702149056,-0.141929912,-0.212304436,-0.143885515,Healthcare
PFE,-0.110218575,0.105815626,-0.043125888,-0.054020322,0.715064507,3.814021656,-0.046261232,1.018741583,0.5897721,0.606106326,-0.22240246,-0.145100439,Healthcare
BAX,-0.140740357,0.117911053,-0.016308839,-0.027570639,0.123827603,-0.05160495,-0.04998138,0.46365959,0.597661562,0.389981291,-0.211365085,-0.145447985,Healthcare
INFY,0.007896023,-0.161162613,-0.24996654,-0.295408439,-0.929623343,-0.101992322,-0.110251428,0.78487871,0.855256931,0.335416063,-0.472831868,-0.147829448,Technology
GLW,-0.391019027,0.047479521,0.211560441,0.136794797,-0.7255262,-0.100764784,-0.110662111,-0.425486808,0.042843363,0.025616416,-0.33007442,-0.148783472,Technology
PNC,0.166788084,0.126922314,-0.091368601,-0.108565458,-0.931465748,0.05981619,0.177091401,0.654817304,-0.388825804,-0.103058471,-0.218426701,-0.149006978,Financial Services
NEE,0.770349298,0.190331611,-0.422601627,-0.460266829,1.03195311,0.68034788,-0.185082185,2.289725156,0.196856416,1.177823813,-0.790416433,-0.149306063,Utilities
WEN,-0.222472404,-0.384403134,-0.237508362,-0.235767393,0.604827673,-0.314571193,-0.108508805,1.177500998,-0.323524031,0.266901421,-0.481035612,-0.149368146,Consumer Cyclical
XXII,-0.180262848,0.107635483,-0.259239748,-0.256282599,-0.583133976,-0.524553804,-0.149893925,-0.531784567,-0.476839316,0.080308329,-0.05097089,-0.149405015,Healthcare
MKSI,-0.501563137,-0.122609095,-0.263726351,-0.274856988,-0.36338436,-0.118202421,-0.112715524,0.613262708,0.804734183,0.316956758,0.080353242,-0.149870542,Technology
FGEN,-0.100363721,0.115801491,-0.259239748,-0.256282599,-1.386924406,-0.511485776,-0.149893925,-1.148219922,-0.061799199,0.009441831,-0.126588651,-0.150699895,Healthcare
CHK,-0.131503371,-1.001687869,-0.296609193,-0.319695954,-0.841274062,-0.226330001,0.060478098,0.021504024,0.518079384,0.078588609,-0.976102578,-0.154335124,Energy
PLAY,-0.544355618,-0.384403134,-0.214080239,-0.241564712,-0.512344341,-0.334881274,-0.096223085,0.480555445,0.310734354,0.159944762,-0.185884142,-0.154564593,Consumer Cyclical
CLDR,-1.084136087,-0.239374871,-0.271752907,-0.287312413,0.508022286,-0.12199725,-0.116661648,-2.267957415,-2.378042116,-0.888650304,0.517547925,-0.160768183,Technology
PPG,0.052453149,-0.068408769,-0.268408591,-0.312358832,0.724054866,0.277331423,0.009287537,0.210150214,0.494900455,0.447395005,-0.326042785,-0.160958998,Basic Materials
USCR,-0.958302079,-0.007331432,-0.242668951,-0.273906843,-0.775493698,-0.267598969,-0.557040471,-0.207908966,-0.131616901,-0.056035974,0.149700578,-0.162299516,Basic Materials
AOS,-0.279883044,-0.069583955,-0.137895017,-0.151966996,0.333741421,-0.578096878,0.106408525,0.045106922,1.696384117,-0.178211581,-0.034376952,-0.162993194,Industrials
GPC,-0.230759578,0.353483746,-0.16299925,-0.160402236,-0.473225641,0.007387842,-0.103927689,-0.113091701,-0.034264107,0.123462393,0.153742206,-0.163190893,Consumer Cyclical
BAC,0.534291499,0.224758001,-0.045416728,-0.079526699,-0.931465748,3.138465269,0.24671962,0.291366526,-0.502021693,-0.35258856,-0.51494281,-0.165848553,Financial Services
CIEN,3.69E-05,0.042999096,-0.349725167,-0.382596412,-0.589779893,-0.116240721,-0.110180005,0.914075029,0.079682909,0.633250232,-0.223006334,-0.168504555,Technology
OC,-0.616868645,-0.122421569,-0.209765921,-0.234234156,-0.518768783,-0.153063787,-0.255724928,-0.084117015,-0.067803122,-0.315751478,-0.059626502,-0.169371523,Basic Materials
BDX,-0.050096443,0.127100419,-0.259239748,-0.256282599,0.216364916,0.089957868,-0.064330522,0.413960732,0.505324047,0.341023403,-0.136451837,-0.169519308,Healthcare
EQT,-0.655122221,0.140874651,-0.431008983,-0.426027382,1.177695789,-0.270297622,0.301084333,-0.394343325,0.441640318,0.083594044,1.019245234,-0.169614984,Energy
RIGL,-0.064658334,0.107806191,-0.259239748,-0.256282599,-0.580653695,-0.528801421,-0.153082624,0.328515861,-1.634103208,-0.538889977,-0.232735322,-0.170452324,Healthcare
BMRN,-0.211051011,0.114217317,-0.259239748,-0.256282599,-0.059305226,-0.47679937,-0.264687062,0.187064006,0.285529317,0.263305583,-0.191638712,-0.170486575,Healthcare
UAA,-0.127255561,-0.037760677,-0.237508362,-0.235767393,0.333952405,-0.192877933,-0.061864713,-0.741171618,-0.556120709,-0.012146706,-0.246531705,-0.170556746,Consumer Cyclical
JBL,-0.757500307,-0.239374871,-0.271752907,-0.287312413,-2.152705438,-0.114575175,-0.112465543,-0.061459969,0.025354691,0.164421971,0.165115476,-0.170765775,Technology
THO,-0.775667678,-0.384403134,-0.161078912,-0.15769682,-1.420593634,-0.282962097,-0.119336898,0.043222338,1.213251863,0.163353779,-0.084804872,-0.17260381,Consumer Cyclical
WBA,-0.703262618,0.17645168,0.0414184,-0.04561195,-0.736415732,1.054890061,-0.061266961,-0.571480682,-0.361861096,-0.243926686,0.253778866,-0.17441669,Consumer Defensive
RTRX,-0.123119943,0.115645244,-0.259239748,-0.256282599,1.001944865,-0.508831964,-0.191347002,-0.436021763,0.176187296,0.075046094,-0.217470867,-0.1747096,Healthcare
COL,-0.30314861,0.001028098,0.095595932,0.129605269,-0.533999837,-0.420572704,0.104025146,0.136006403,-0.222793167,-0.249454125,-0.212723546,-0.175109822,Industrials
